person_id,name_ar,name_lat,given_name_ar,family_name_ar,given_name_lat,family_name_lat,name_normalised,gender,birth_date,birth_date_precision,birth_place_ar,birth_governorate_id,death_date,death_date_precision,marital_status,n_children,languages,education_raw,education_level,occupation_raw,occupation_sector,biography_ar,wikidata_qid,first_mandate_start,n_mandates
TNP-00142,آمال المؤدب,Amel Meddeb,Amel,Meddeb,Amel,Meddeb,امال مودب,female,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00143,الياس بوكوشة,Ilyes Boukoucha,Ilyes,Boukoucha,Ilyes,Boukoucha,ياس بوكوشه,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00144,النوري جريدي,Nouri Jridi,Nouri,Jridi,Nouri,Jridi,نوري جريدي,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00145,الناصر الشنوفي,Channoufi Naceur,الناصر,الشنوفي,Naceur,Channoufi,ناصر شنوفي,male,,,,,,,,,,,,Directeur d’école primaire,,Membre de l'Assemblée des Représentants du Peuple 2014-2019,,2014-12-02,2
TNP-00146,المختار عبد المولى,Mokhtar Abdelmoula,Mokhtar,Abdelmoula,Mokhtar,Abdelmoula,مختار عبد مولي,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00147,ألفة المرواني,Olfa Marouani,Olfa,Marouani,Olfa,Marouani,فه مرواني,female,,,,,,,,,,,,,,,,2023-03-23,1
TNP-00148,الفاضل بن تركية,Fadhel Ben Torkia,Fadhel,Ben Torkia,Fadhel,Ben Torkia,فاضل بن تركيه,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00149,الطيب الطالبي,Taïeb Talbi,Taïeb,Talbi,Taïeb,Talbi,طيب طالبي,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00150,الطاهر بن منصور,Tahar Ben Mansour,Tahar,Ben Mansour,Tahar,Ben Mansour,طاهر بن منصور,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00151,أسماء الدرويش,Asma Derouiche,Asma,Derouiche,Asma,Derouiche,اسماء درويش,female,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00152,أحمد سعيداني,Ahmed Saidani,Ahmed,Saidani,Ahmed,Saidani,احمد سعيداني,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00153,أحمد بنور,Ahmed Bannour,Ahmed,Bannour,Ahmed,Bannour,احمد بنور,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00154,إبراهيم حسين,Brahim Ben hsine,Brahim,Ben hassine,Brahim,Ben Hassine,ابراهيم حسين,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00155,إبراهيم بودربالة,Brahim Bouderbela,ابراهيم,بودربالة,Brahim,Bouderbela,ابراهيم بودرباله,male,,,,,,,,,,,,,,,,2023-03-13,1
TNP-00156,عبد الله حريزي,Abdallah Hrizi,,,,,عبد له حريزي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00157,عبد الحميد المرزوقي,Abdelhamid Marzouki,,,,,عبد حميد مرزوقي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00158,عبد اللطيف علوي,Abdellatif Aloui,,,,,عبد لطيف علوي,male,,,,,,,,,,,,معلّم تعليم أساسي,,,,2019-11-13,1
TNP-00159,عبد المجيد عمار,Abdelmajid Ammar,,,,,عبد مجيد عمار,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00160,عبد الرزاق الحسني,Abderrazek Hosni,,,,,عبد رزاق حسني,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00161,عبد السلام بن عمارة,Abdesslam Ben Amara,,,,,عبد سلام بن عماره,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00162,عبير موسي,Abir Moussi,,,,,عبير موسي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00163,عدنان حاجي,Adnane Hajji,,,,,عدنان حاجي,male,,,,,,,,,,,,معلّم تعليم أساسي,,,,2014-12-02,2
TNP-00164,عدنان بن ابراهيم,Adnene Ben Brahim,,,,,عدنان بن ابراهيم,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00165,أحمد بلقاسم,Ahmed Belgacem,,,,,احمد بلقاسم,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00166,أحمد بن عياد,Ahmed Ben Ayed,,,,,احمد بن عياد,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00167,أحمد موحه,Ahmed Mouha,,,,,احمد موحه,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00168,أحمد الصغير,Ahmed Sghaier,,,,,احمد صغير,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00169,علي بنعون,Ali Ben Aoun,,,,,علي بنعون,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00170,علي الهرماسي,Ali Hermassi,,,,,علي هرماسي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00171,علي الطياشي,Ali Tayachi,,,,,علي طياشي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00172,أمل السعيدي,Amal Saidi,,,,,امل سعيدي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00173,آمال الورتتاني,Amel Ouertatani,,,,,امال ورتتاني,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00174,عامر العريض,Ameur Laraiedh,,,,,عامر عريض,male,1965-03-24,day,,,,,,,,"Amendements sur la constitution Né le 24 mars 1965, il a étudié à l’école primaire d’Essmar, avant de rejoindre le lycée technique de Médenine et a été renvoyé à deux reprises de tous les établissements secondaires de Tunisie, des suites de ses participations à des manifestations estudiantines. La sanction a été levée à deux reprises et il a été transféré au lycée secondaire de Tataouine où il a obtenu son baccalauréat littéraire. Il s’est orienté vers la sociologie à la faculté des lettres et des sciences humaines de Tunis et a réussi sa première année, mais n’a réussi sa deuxième année qu’après 3 échecs, des suites d’une année où a redoublé, une année où il était emprisonné et une année où il était en fuite. Il a fui le pays vers l’Algérie l’année de l’obtention de la maîtrise, soit en 90-91, après avoir passé 8 mois en état de fuite. Durant son parcours estudiantin, il était membre du comité supérieur pour l’organisation du congrès national de l’UGTE, puis il a été élu membre du bureau exécutif en tant que vice-secrétaire général chargé des relations extérieures, puis il a été élu président de la commission administrative de l’UGTE, avant de quitter le pays. Il est revenu en Tunisie en Février 2011.",,أستاذ جامعي,,من مواليد 24 مارس 1965، زاول تعليمه الإبتدائي بمدرسة السّمار قبل أن يلتحق بالمعهد الثّانوي الفنّي بمدنين. تمّ طرده من جميع المعاهد التّونسيّة مرّتين وتمّت إعادته ونقلته إلى معهد تطاوين على إثر مشاركته في عدّة إضرابات. تحصّل على باكالوريا آداب و توجّه إلى شعبة علم الإجتماع في كليّة الآداب والعلوم الإنسانيّة. في السّنة الثّانية رسب ثلاثة مرّات منهم سنة كان فيها موقوفا وسنة كان فيها مطاردا، في المرّة الرّابعة نجح وفي سنة التّخرّج أي 90 ـ 91 غادر البلاد إلى الجزائر بعد أن مضّى حوالي 8 أشهر في حالة فرار. خلال دراسته الجامعيّة، شارك في إنتخابات الإتّحاد العامّ التّونسي للطّلبة فتولّى عضويّة اللّجنة العليا لإعداد المؤتمر الوطني للإتّحاد ثمّ إنتخب عضوا في المكتب التّنفيذي و كان نائبا للأمين العامّ مسؤولا عن العلاقات الخارجيّة كما إنتخب رئيسا للهيئة الإداريّة للإتّحاد العامّ التّونسي للطّلبة.,,2011-11-22,3
TNP-00175,أمين الميساوي,Amine Missaoui,,,,,امين ميساوي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00176,أميرة شرف الدين,Amira Charfedine,,,,,اميره شرف دين,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00177,أنور بن الشاهد,Anouar Ben Chahed,,,,,انور بن شاهد,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00178,أروى بن عباس,Aroua Ben Abbas,,,,,اروي بن عباس,female,,,,,,,,,,,,مهندس معماري,,,,2014-12-02,2
TNP-00179,عواطف فتيريش,Awatef Ftirich,,,,,عواطف فتيريش,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00180,عواطف قريش عبيد,Awatef Griche Abid,,,,,عواطف قريش عبيد,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00181,العياشي زمال,Ayachi Zammal,,,,,عياشي زمال,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00182,آية الله هيشري,Ayatallah Hichri,,,,,ايه له هيشري,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00183,البشير الخليفي,Bechir Khelifi,,,,,بشير خليفي,male,,,,,,,,,,,,محامي,,,,2014-12-02,2
TNP-00184,بشر الشابي,Bechr Chebbi,,,,,بشر شابي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00185,بلقاسم الدراجي,Belgacem Darraji,,,,,بلقاسم دراجي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00186,بلقاسم حسن,Belgacem Hssan,,,,,بلقاسم حسن,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00187,شادية الحفصوني,Chadia Hafsouni,,,,,شاديه حفصوني,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00188,شيراز الشابي,Chiraz Chebbi,,,,,شيراز شابي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00189,شكري بلحاج عمارة,Chokri Belhaj Amara,,,,,شكري بلحاج عماره,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00190,شكري الذويبي,Chokri Dhouibi,,,,,شكري ذويبي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00191,آمنة بن حميد,Emna Ben Hmayed,,,,,امنه بن حميد,female,,,,,,,,,,,,أستاذ تعليم ثانوي,,,,2014-12-02,2
TNP-00192,عزالدين الفرجاني,Ezzedine Ferjani,,,,,عزالدين فرجاني,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00193,الفاضل الوج,Fadhel Ouej,,,,,فاضل وج,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00194,فائزة بوهلال,Faiza Bouhlel,,,,,فايزه بوهلال,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00195,فاكر الشويخي,Faker Chouikhi,,,,,فاكر شويخي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00196,فخر الدين شبشوب,Fakhereedine Chabchoub,,,,,فخر دين شبشوب,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00197,فارس بلال,Fares Blel,,,,,فارس بلال,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00198,فرحات الراجحي,Farhat Rajhi,,,,,فرحات راجحي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00199,فتحي العيادي,Fathi Ayadi,,,,,فتحي عيادي,male,1964-04-17,day,,,,,,,,"Amendements sur la constitution Né le 17 avril 1964, il a effectué ses études primaires à l’école du village d’el Ayayda Route de Teniour, puis le secondaire au lycée de garçons de Sfax, puis au lycée Menzel Chaker, puis au lycée Route d’El Aïn, avant de rejoindre le lycée technique 9 Avril à Sfax. Il a par la suite rejoint l’ENIT pour un diplôme de premier ingénieur, mais en 1987, il a été renvoyé de l’école compte tenu de ses absences répétées en raison de sa participation aux mouvements estudiantins, et ce compte tenu du fait qu’il a été l’un des premiers fondateurs de l’UGTE. Il a par la suite rejoint la faculté des sciences de Sfax où il s’est spécialisé en mathématiques mais il n’a pas pu finir ses études, et il est parti vers l’Allemagne par la Lybie. Il a étudié la langue allemande puis les mathématiques à la faculté où il a obtenu la maitrise. Il est revenu en Tunisie après la révolution. Il avait participé à la création de plusieurs associations de défense des droits de l’Homme en Allemagne.",,أستاذ تعليم ثانوي,,ولد في 17 افريل 1964، درس الإبتدائي في مدرسة قرية العيايدة طريق تنيور ثمّ الثّانوي في معهد الذّكور بصفاقس/معهد منزل شاكر/معهد الحيّ طريق العين، ثمّ إثر التّخصّص انتقل إلى معهد 9 أفريل بصفاقس. درس بعد ذلك في المدرسة الوطنيّة للمهندسين بتونس، إختصاص مهندس أوّل، لكن سنة 1987 وقع طرده من المدرسة نظرا لكثرة الغيابات جرّاء مشاركته في الحركات الطلاّبيّة، باعتباره أحد المشاركين في تأسيس الإتّحاد العامّ التّونسي للطّلبة. انتقل إلى كليّة العلوم بصفاقس اختصاص رياضيّات لكن لم ينهي دراسته نظرا للمضايقات. خرج عبر ليبيا ومنها إلى ألمانيا أين درس اللّغة ثمّ بالجامعة في اختصاص الرّياضيّات ليتحصّل على الإجازة. عاد إلى تونس إثر الثّورة وكان قد ساهم في ألمانيا في إنشاء العديد من الجمعيّات الحقوقيّة.,,2011-11-22,3
TNP-00200,فتحي بلقاسم,Fathi Belgacem,,,,,فتحي بلقاسم,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00201,فيصل دربال,Faycel Derbel,,,,,فيصل دربال,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00202,فيصل الطاهري,Faycel Tahri,,,,,فيصل طاهري,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00203,فيصل تبيني,Faycel Tebini,,,,,فيصل تبيني,male,,,,,,,,,,,,موظف بالقطاع الخاص,,,,2014-12-02,2
TNP-00204,فريدة عبيدي,Ferida Laabidi,,,,,فريده عبيدي,female,,,,,,,,,,,,محامي,,,,2014-12-02,2
TNP-00205,فؤاد ثامر,Foued Thameur,,,,,فواد ثامر,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00206,غازي القروي,Ghazi Karoui,,,,,غازي قروي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00207,حبيب بن سيدهم,Habib Ben Sid’hom,,,,,حبيب بن سيدهم,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00208,حافظ الزواري,Hafedh Zouari,,,,,حافظ زواري,male,,,,,,,,,,,,مدير مؤسسة,,,,2014-12-02,2
TNP-00209,هاجر النيفر,Hajer Naifer,,,,,هاجر نيفر,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00210,حليمة همامي,Halima Hammami,,,,,حليمه همامي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00211,حسان بن الحاج إبراهيم,Hassen Ben Hadj Ibrahim,,,,,حسان بن حاج ابراهيم,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00212,حسونه ناصفي,Hassouna Nasfi,,,,,حسونه ناصفي,male,,,,,,,,,,,,إطار سامي بالوظيفة العمومية,,,,2014-12-02,2
TNP-00213,حاتم البوبكري,Hatem Boubakri,,,,,حاتم بوبكري,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00214,حاتم القروي,Hatem Karoui,,,,,حاتم قروي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00215,حاتم المانسي,Hatem Mansi,,,,,حاتم مانسي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00216,حاتم المليكي,Hatem Mliki,,,,,حاتم مليكي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00217,حياة عمري,Hayet Omri,,,,,حياه عمري,female,,,,,,,,,,,,باحث جامعي,,,,2014-12-02,2
TNP-00218,هيكل مكي,Haykel Mekki,,,,,هيكل مكي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00219,هيثم براهم,Haythem Brahem,,,,,هيثم براهم,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00220,الهادي الماكني,Hedi Makni,,,,,هادي ماكني,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00221,هاجر بوزمي,Heger Bouzemmi,,,,,هاجر بوزمي,female,,,,,,,,,,,,طالب,,,,2014-12-02,2
TNP-00222,هاجر البوهلالي,Hejer Bouhleli,,,,,هاجر بوهلالي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00223,هشام عجبوني,Hichem Ajbouni,,,,,هشام عجبوني,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00224,هشام بن أحمد,Hichem Ben Ahmed,,,,,هشام بن احمد,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00225,حسام موسى,Houssem Moussa,,,,,حسام موسي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00226,حسين جنيح,Hussein Jenayah,,,,,حسين جنيح,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00227,ابتهاج بن هلال,Ibtihej Ben Helal,,,,,ابتهاج بن هلال,female,,,,,,,,,,,,موظف عمومي,,,,2014-12-02,2
TNP-00228,عماد الخميري,Imed Khemiri,,,,,عماد خميري,male,,,,,,,,,,,,إطار سامي بالقطاع الخاص,,,,2014-12-02,2
TNP-00229,إيمان بالطيب,Imen Bettaieb,,,,,ايمان بالطيب,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00230,عصام برقوقي,Issam Bargougui,,,,,عصام برقوقي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00231,عياض علاق,Iyadh Allag,,,,,عياض علاق,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00232,عياض اللومي,Iyadh Elloumi,,,,,عياض لومي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00233,جلال الزياتي,Jalal Zayati,,,,,جلال زياتي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00234,جمالي بوضوافي,Jamali Boudhouafi,,,,,جمالي بوضوافي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00235,جميلة دبش,Jamila Debbech,,,,,جميله دبش,female,,,,,,,,,,,,إطار بالوظيفة العمومية,,,,2014-12-02,2
TNP-00236,جميلة الجويني,Jamila Jouini,,,,,جميله جويني,female,,,,,,,,,,,,أستاذ تعليم ثانوي,,,,2014-12-02,2
TNP-00237,جوهر المغيربي,Jawher Mghirbi,,,,,جوهر مغيربي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00238,الجديدي السبوعي,Jedidi Sboui,,,,,جديدي سبوعي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00239,كمال العوادي,Kamel Aouadi,,,,,كمال عوادي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00240,كمال الحبيب فراج,Kamel Habib Faraj,,,,,كمال حبيب فراج,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00241,كنزة عجالة,Kenza Ajela,,,,,كنزه عجاله,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00242,خالد الكريشي,Khaled Krichi,,,,,خالد كريشي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00243,خالد قسومة,Khaled Qsouma,,,,,خالد قسومه,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00244,خير الدين الزاهي,Kheireddine Zahi,,,,,خير دين زاهي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00245,لمياء جعيدان,Lamia Jaidane,,,,,لمياء جعيدان,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00246,لسعد حجلاوي,Lassaad Hajlaoui,,,,,لسعد حجلاوي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00247,لطيفة الحباشي,Latifa Habachi,,,,,لطيفه حباشي,female,1972-08-13,day,Tunis,TN-11,,,,,,"Amendements sur la constitution Née le 13 aout 1972 à Tunis, elle a effectué ses études secondaires au lycée Omrane Supérieur. Elle a rejoint la faculté de droit de Tunis où elle a obtenu une maitrise en sciences juridiques en 1995 et un diplôme des études approfondies dans la même spécialité en 2000. Elle a ensuite exercé le métier d’avocate. Latifa Habbachi a été active dans la société civile et dans le domaine politique. Elle a adhéré au mouvement de la voie islamique depuis ses premières années d’études universitaires. Elle est actuellement vice-présidente de l’association tunisienne des jeunes avocats.",,محامي,,ولدت لطيفة حباشي في 13/08/1972 بتونس. التحقت بكلية الحقوق حيث تحصلت على الاستاذية في العلوم القانونية سنة 1995 و شهادة الدرسات المعمقة في نفس الاختصاص سنة 2000 وعملت كمحامية فيما بعد. كانت لطيفة ناشطة سياسيا وجمعياتيا فكانت منذ مراحل دراستها الاولى منخرطة مع حركة الاتجاه الاسلامي ومشرفة في مجلس معهد إبن خلدون كما هي حاليا نائبة رئيس الجمعية التونسية للمحامين الشبان.,,2011-11-22,3
TNP-00248,لزهر الشملي,Lazher Chamli,,,,,لزهر شملي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00249,ليلى حداد,Leila Haddad,,,,,ليلي حداد,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00250,ليليا بالليل,Lilia Bellil,,,,,ليليا بالليل,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00251,لطفي علي,Lotfi Ali,,,,,لطفي علي,male,,,,,,,,,,,,مدير مؤسسة,,,,2014-12-02,2
TNP-00252,لطفي العيادي,Lotfi Ayadi,,,,,لطفي عيادي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00253,المبروك كرشيد,Mabrouk Korchid,,,,,مبروك كرشيد,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00254,محبوبة بن ضيف الله,Mahbouba Ben Dhifallah,,,,,محبوبه بن ضيف له,female,,,,,,,,,,,,إطار سامي بالوظيفة العمومية,,,,2014-12-02,2
TNP-00255,ماهر المذيوب,Maher Madhioub,,,,,ماهر مذيوب,male,,,,,,,,,,,,صحافي,,,,2014-12-02,2
TNP-00256,ماهر زيد,Maher Zid,,,,,ماهر زيد,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00257,مجدي بوذينة,Majdi Boudhina,,,,,مجدي بوذينه,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00258,مجدي الكرباعي,Majdi Kerbai,,,,,مجدي كرباعي,male,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00259,مريم بن بلقاسم,Mariem Ben Belgacem,,,,,مريم بن بلقاسم,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00260,مريم اللغماني,Mariem Laghmani,,,,,مريم لغماني,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00261,مريم السعيدي,Mariem Saidi,,,,,مريم سعيدي,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00262,مروان فلفال,Marouan Falfel,,,,,مروان فلفال,male,,,,,,,,,,,,,,,,2017-12-30,2
TNP-00263,مروى بن تمروت,Marwa Ben Tamrout,,,,,مروي بن تمروت,female,,,,,,,,,,,,,,,,2019-11-13,1
TNP-00264,مهدي بن غربية,Mehdi Ben Gharbia,,,,,مهدي بن غربيه,male,1973-06-19,day,Tunis et originaire de la ville de Bizerte,,,,,,,"Amendements sur la constitution Né le 19 Juin 1973 à Tunis et originaire de la ville de Bizerte, Mehdi Ben Gharbia a effectué ses études primaires à l’école préparatoire des sœurs (1977 - 1979), l’école primaire Jeanne d’Arc (1979 - 1981) et l’école primaire Mohamed V à Alger (1981 – 1986). Il a poursuivi ses études secondaires au lycée Telemli d’Alger (1986 – 1987) et ensuite au lycée 02 Mars 1934 de Bizerte (1987 – 1992) où il a obtenu son baccalauréat – section mathématiques - avec mention en 1992. Il a ensuite intégré la Faculté de Médecine de Tunis (1992 – 1994) mais s’est arrêté en 3ème année suite à son arrestation en 1994 pour affaire politique, condamné à 7 ans et 9 mois de prison pour appartenance à un parti politique non reconnu et libéré en conditionnel en novembre 1999. Il a été détenu respectivement à Borj Erroumi, 9 Avril, Mahdia, Gasserine, Gafsa, Houereb, Régim Maatoug.. Concernant son parcours politique: Il a intégré le mouvement Enahdha en 1987 et a passé 4 ans au sein de son mouvement estudiantin en tant que responsable de l’organisation des élèves d’Enahdha de Bizerte. En 1991, il a cessé toute activité politique suite à l’arrêt d’exercice d’Enahdha et en 1994, précisément le 6 Juillet, il a été arrêté pour appartenance à un parti politique non reconnu, association de malfaiteurs, distribution de tracts et participation à des manifestations non autorisées. Il a été condamné à 7 ans de prison et 5 ans de contrôle administratif. Le 06 Novembre 1999, il a été libéré en conditionnel après 5 ans et 4 mois et a cessé toute activité politique jusqu’à la révolution. Après la révolution, il a été élu en tant que tête de liste PDP à l’Assemblé Nationale Constituante en date du 23 Octobre 2011 et est devenu plus tard membre fondateur du parti politique de l’Alliance Démocratique. Concernant son cursus Professionnel : - 2001 : Reprise la société World Freight Service qui était à un stade embryonnaire et développement de cette société spécialisée dans le frêt aérien - 2004 : Création et développement de la société Flash Tunisie, entreprise cédée en 2009 - 2005 : Création et développement de la société LBG Consulting spécialisée dans l’assistance et le contrôle des expéditions spéciales. - 2006 : Création et développement de la société Platinium Events (agence de voyage de catégorie A) - 2007 : Création et développement de la société Platinium Rent Car - 2009 : Création et développement de la société Chronofret - 2010 : Création de la société civile immobilière Ben Gharbia (chantier entamé en 2011 et achevé en septembre 2012) - Président du Club Athlétique Bizertin, élu démocratiquement en mars 2011 - Vice Président de la chambre des transitaires à l’Union Tunisienne de l’Industrie, du Commerce et de l’Artisanat (UTICA)",,مدير مؤسسة,,"اصيل ولاية بنزرت, ولد مهدي بن غربية يوم 19 جوان 1973 بتونس. درس المرحلة الابتدائية و الثانوية بين تونس و الجزائر و تحصل على الباكالوريا في الرياضيات بملاحظة حسن من معهد 2 مارس ببنزرت سنة 1992. التحق بكلية الطب بتونس و لكن مشواره فيها انتهى سنة 1994 بعد ان تم ايقافه لأسباب سياسية و حكم عليه بالسجن لمدة 7 سنوات بالإضافة الى 5 سنوات من الرقابة الادارية و ذلك بسبب الانتماء لحزب سياسي غير مرخّص له. تم اطلاق سراحه بصفة مشروطة في نوفمبر1999. انضم الى حركة النهضة منذ سنة 1987 و عمل من خلال تنظيم طلابي كمسؤول على التنظيم لطلبة حركة النهضة ببنزرت. ثم أنهى العمل السياسي سنة 1991 بتوقف نشاط الحزب. لكن رغم ذلك تم ايقافه و سجنه سنة 1994 بسبب الانتماء لهذه الحركة. تم اطلاق سراحه بعد 5 سنوات و 4 أشهر من السجن سنة 1999 و لم يمارس أي نشاط سياسي الى غاية اندلاع الثورة التونسية. بعد تنظيم أول انتخابات ديمقراطية على اثر اندلاع الثورة تم انتخابه كعضو في المجلس الوطني التأسيسي بعد ترشحه على رئاسة قائمة الحزب الديمقراطي التقدمي بولاية بنزرت. انشق بعد فترة عن هذا الحزب و كان من بين الأعضاء المؤسسين للتحالف الديمقراطي. فيما يخص مسيرته المهنية فقد عمل بالأساس في مجال الشحن الجوي حيث أسس العديد من الشركات التي تختص في هذا المجال كما أسس شركات تختص في كراء السيارات و وكالة أسفار بالإضافة الى مشروع متعلق بالبعث العقاري. تم انتخابه في مارس 2011 كرئيس للنادي الرياضي البنزرتي بصفة ديمقراطية كما تم انتخابه كذلك كنائب رئيس للغرفة التجارية المتعلقة بعملاء الشحن التابعة للاتحاد التونسي للصناعة و التجارة و الصناعات التقليدية.",,2011-11-22,3
