person_id,name_ar,name_lat,given_name_ar,family_name_ar,given_name_lat,family_name_lat,name_normalised,gender,birth_date,birth_date_precision,birth_place_ar,birth_governorate_id,death_date,death_date_precision,marital_status,n_children,languages,education_raw,education_level,occupation_raw,occupation_sector,biography_ar,wikidata_qid,first_mandate_start,n_mandates
TNP-00463,عبد الرزاق خلولي,Abderrazak Khallouli,,,,,عبد رزاق خلولي,male,1970-12-15,day,Beja où il poursuit ses études primaires et secondaires,,,,marié,3,ar,"Amendements sur la constitution Né le 15 Décembre 1970 à Beja où il poursuit ses études primaires et secondaires. Il intègre ensuite la Faculté de Droit et de Sciences Politiques où il obtient une maitrise en droit privé en 1996 et un Diplôme d’Etudes Approfondies (DEA) en 1999. Il enchaine avec un troisième cycle à l’Ecole Nationale d’Administration. Il devient conseiller de service public financier en 2000 et exerce actuellement sa profession d’avocat, n’ayant aucune activité politique avant la révolution de Janvier 2011. Marié et père de 3 enfants, il maitrise la langue arabe, française et anglaise.",,,,ولد في 15 ديسمبر 1970 بباجة حيث زاول تعليمه الإبتدائي و الثانوي. التحق بعد ذلك بكلية القانون و العلوم السياسية ليتحصل سنة 1996 على الأستاذية في القانون الخاص و شهادة الدراسات المعمقة سنة 1999 و ثم واصل المرحلة الثالثة بالمدسة الوطنية للإدارة بتونس. أصبح في سنة 2000 مستشار مرفق عام مالي و يمارس حاليا مهنة المحاماة. لم يكن له أي نشاط سياسي قبل ثورة جانفي 2011. يتقن اللغة العربية و الفرنسية و الإنجليزية.,,2011-11-22,1
TNP-00464,عبد الرؤوف العيادي,Abderraouf Ayadi,,,,,عبد رووف عيادي,male,1950-02-12,day,,,,,,,,"Amendements sur la constitution Né le 12 février 1950, Abderraouf Ayadi est un homme politique et avocat tunisien. Militant des droits de l'homme et militant politique, il purge 6 ans et demi de prison dont 5 ans et demi suite au grand procès d'El Amal Ettounsi en 1974 et subit des interpellations, une surveillance continue et même un enlèvement sous le régime de Zine el-Abidine Ben Ali. Suite à la révolution de 2011, il est nommé par son parti pour le représenter au sein de la Haute instance pour la réalisation des objectifs de la révolution, de la réforme politique et de la transition démocratique. Lors des élections du 23 octobre 2011, il est élu à l'assemblée constituante comme représentant de la circonscription de La Manouba. Membre fondateur du Congrès pour la République (CPR) le 24 juillet 2001 en tant que vice-président, les médias annoncent qu'il en devient président le 13 décembre 2011, en remplacement de Moncef Marzouki qui démissionne en accédant à la présidence de la République. Cependant, le 15 décembre, il est annoncé que Tahar Hmila devient secrétaire général par intérim. Finalement, le 21 décembre, le parti confirme la nomination d'Ayadi en tant que secrétaire général par intérim. Le 19 avril, Abderraouf Ayadi est démis de ses fonctions « suite à ses prises de position contraires aux principes du parti et aux décisions prises, sans consultation du bureau politique » ; Haythem Belgacem le remplace comme secrétaire général à titre intérimaire. Le 9 mai, un groupe de dissidents dont il fait partie quitte le CPR et annonce la formation d'un nouveau parti dénommé Wafa.",,,,"من مواليد 12 فيفري 1950، عبد الرؤوف العيادي هو محامي و سياسي تونسي. مدافع عن حقوق الإنسان و مناضل سياسي إذ قضى 6 سنوات و نصف في السجن منهم 5 سنوات و نصف في المحاكمة الكبرى ""الأمل التونسي"" سنة 1974 كما عانى من الاعتقالات المتعددة و المراقبة المستمرة وحتى الاختطاف في ظل نظام زين العابدين بن علي. بعد ثورة جانفي 2011، تم تعيينه من طرف حزبه لتمثيله داخل الهيئة العليا لتحقيق أهداف الثورة والإصلاح السياسي والتحول الديمقراطي. إثر انتخابات 23 أكتوبر 2011، تم ترشيحه على دائرة المنوبة. عضو مؤسس لحزب المؤتمر من أجل الجمهورية في 24 جويليه 2001. كنائب رئيس، قام وسائل الإعلام بالإعلان في 13 ديسمبر 2011 أنه قد عوض المنصف المرزوقي كرئيس للحزب الذي استقال من منصبه إثر تسلمه لمنصب رئيس الجمهورية لكن الحزب أكد لاحقا أنه تم تعيينم ككاتب عام بالنيابة. في 19 أفريل، تم إقالة عبد الرؤوف العيادي من مهامه إثر تصريحاته المتعارضة مع مبادئ الحزب و القرارات المتخذة و ذلك دون استشارة المكتب السياسي و حل محله هيثم بلقاسم ككاتب عام بالنيابة. في 9 ماي، قام بتكوين حزب جديد ""حزب الوفاء"" صحبة مجموعة من المنشقين عن حزب المؤتمر.",,2011-11-22,1
TNP-00465,عبد الستار الضيفي,Abdessattar Dhifi,,,,,عبد ستار ضيفي,male,1981-05-04,day,Tunis,TN-11,,,,,,"Amendements sur la constitution Né le 04 mai 1981 à Tunis, il a effectué ses études primaires à l’école Fathallah à Jebel Jloud, puis a poursuivi son enseignement secondaire au lycée secondaire de Jebel Jloud où il a obtenu son baccalauréat en 1999. Il a étudié l’italien à la faculté de la Sapienza en Italie, puis a travaillé comme directeur des relations extérieures au sein de la société Fiat en Italie. Il est revenu en Tunisie après la révolution et il était actif au sein d’associations en Italie (associations d’immigrés, de tunisiens résidents et non-résidents en Italie). Il a commencé le travail politique après la révolution.",,,,من مواليد 04 ماي 1981 بتونس العاصمة، درس بالمدرسة الإبتدائيّة بفتح الله جبل الجلود ثمّ المدرسة الإعداديّة و الثّانويّة بجبل الجلود حيث تحصّل على شهادة الباكالوريا سنة 1999 ودرس بكليّة لاسبينزا بإيطاليا. إشتغل بشركة فيات في إيطاليا كمدير بالعلاقات الخارجيّة وعاد إلى تونس بعد الثّورة. خلال مدّة عيشه في إيطاليا كان ناشطا في العمل الجمعيّاتي (جمعيّات المهاجرين والتّونسيّين المقيمين وغير المقيمين بإيطاليا). بدأ العمل السّياسي بعد الثّورة.,,2011-11-22,1
TNP-00466,عبد السلام شعبان,Abdessalem Chaabane,,,,,عبد سلام شعبان,male,1966-09-24,day,Gafsa,TN-71,,,,,,"Amendements sur la constitution Né le 24 Septembre 1966 à Gafsa, il a travaillé dans le secteur de l'enseignement en commençant comme instituteur dans les écoles primaires et ensuite comme inspecteur d'enseignement secondaire, et ceci après avoir obtenu sa maitrise en histoire-géographie. Il était membre actif dans le milieu syndical. En effet, il était membre permanent dy syndicat des inspecteurs. Il a rejoint le parti du Congrès Pour la République en 2011 avec lequel il s'est présenté aux élections de l'Assemblée Nationale Constituante. Il a gagné un siège et occupe en ce moment la position de président au sein de la commission des affaires éducatives et il est aussi membre de la commission des instances constitutionnelles.",,,,ولد عبد السلام شعبان في 24/09/1966 بقفصة وعمل في مجال التعليم فبدأ كمعلم ثم أستاذ مدارس إبتدائية و بعدها كمتفقد تعليم ثانوي و كان ذلك بعد تحصله على الأستاذية في التاريخ والجغرافيا. كان عبد السلام شعبان عضو ناشط في المجال النقابي إذ كان دائم العضوية في نقابة المتفقدين. إنضم سنة 2011 لحزب المؤتمر من أجل الجمهورية والذي ترشح من خلاله لانتخابات المجلس الوطني التأسيسي. فاز عبد السلام شعبان بمقعد ويترأس الآن لجنة الشؤون التّربوية وهو كذلك عضو في لجنة الهيئات الدّستورية.,,2011-11-22,1
TNP-00467,عبد العزيز شعبان,Abdelaziz Chaabane,,,,,عبد عزيز شعبان,male,1974-07-05,day,Souassi,,,,,,,"Amendements sur la constitution Abdelaziz Chaabane est né le 05 Juillet 1974 à Souassi, Mahdia. Il a effectué ses études primaires ainsi que secondaires dans cette région où il a obtenu en 1996 son baccalauréat - section Lettres. Il a intégré la Faculté de Droit où il a obtenu sa maitrise en Droit qui lui a permis de devenir avocat.",,,,ولد عبد العزيز شعبان في 05 جويلية 1974 بالسواسي ولاية المهدية ودرس بها طيلة مرحلة تعليمه الإبتدائي والثانوي إلى سنة 1996 حيث تحصل على البكالوريا في الآداب. إنتقل إلى كلية الحقوق حيث تحصل على الأستاذية في الحقوق ليلتحق بعد ذلك بسلك المحاماة.,,2011-11-22,1
TNP-00468,عبد العزيز القطي,Abdelaziz Kotti,,,,,عبد عزيز قطي,male,1970-04-30,day,Sfax,TN-61,,,marié,2,ar,"Amendements sur la constitution Né le 30 Avril 1970 à Sfax, c’est là qu’il entame ses études primaires et secondaires jusqu’à l’obtention de son baccalauréat en 1987. Il intégre par la suite pour 4 ans l’école supérieure d’horticulture de Chott Meriem, avant de mener un troisième cycle en 1992 à l’institut supérieur de l’agriculture à Tunis. Son parcours militant débute à Chott Meriem, où il était secrétaire général dans le syndicat étudiant UGET, et sera actif dans divers milieux associatifs une fois à Tunis. Sympathisant de longue date du CPR et des mouvements de défense des droits de l’Homme, il rejoint officiellement le parti immédiatement après le 14 Janvier 2011, car il partageait les convictions de Moncef Marzouki, Mohamed Abbou et Abderraouf Ayadi. Pour la future constitution, il s’engage à défendre les libertés et les droits qui empêcheront tout retour de la dictature. Marié, père de deux enfants, il maitrise la langue arabe, française et anglaise.",,غير مصنف,,"ولد في 30 أفريل 1970 بصفاقس أين زاول تعليمه الإبتدائي والثانوي و تحصل على شهادة الباكالوريا في 1987.إلتحق فيما بعد بالمدرسة العليا للبستنة بشط مريم لمدة 4 سنوات قبل أن يتابع دراسته بالمرحلة الثالثة باللمعهد العالي للفلاحة بتونس سنة 1992. نشاطه السياسي إبتدأ في شط مريم حيث تقلد منصب كاتب عام للإتحاد العام لطلبة تونس ونشط في عدة جمعيات عند وصوله لتونس. تعاطفه مع المأتمر من أجل الجمهورية ومع حركات الدفاع عن حقوق الإنسان دفعه للإلتحاق رسميا بالحزب فورا بعد 14 جانفي 2011, خاصة و أنه يشارك قناعات منصف المرزوقي، محمد عبو و عبد الرؤوف عيادي. يدافع عن الحريات والحقوق اللتي تضمن عدم الرجوع للدكتاتورية. متزوج، أب لإبنان. تتقن اللغات العربية و الفرنسية و الإنقليزية.",,2011-11-22,2
TNP-00469,عبد القادر بن خميس,Abdelkader Ben Khmis,,,,,عبد قادر بن خميس,male,,,,,,,marié,2,ar,"Amendements sur la constitution Né le 10 Décembre 1942 au Kef, il fait ses études primaires au Kef et secondaires au lycée de Bizerte où il obtient son baccalauréat – section mathématiques en 1969. Il part poursuivre des études supérieures en mathématiques-physique à Strasbourg jusqu’à 1979 où il décroche son doctorat en chimie organique en 1980 et passe une année post-doctorat en chimie (1981). Il devient alors maitre de conférences à l’Ecole des Ingénieurs de Gabès, et ensuite professeur à Monastir. Il est membre du syndicat de l’enseignement supérieur et du conseil national pour les libertés en Tunisie. Il est aussi membre fondateur du Forum Démocratique pour le Travail et les Libertés (Ettakatol). Marié et père de 2 enfants, il maitrise la langue arabe, française et anglaise.",,,,ولد في 10 ديسمبر 1942 بالكاف حيث زاول تعليمه الإبتدائي و من ثم تابع تعليمه الثانوي بمعهد بنزرت حيث تحصل على شهادة الباكالوريا رياضيات و ذلك سنة 1969. اتجه بعد ذلك إلى ستراسبورغ لمتابعة تعليمه العالي في الرياضيات و الفيزياء إلى حدود سنة 1979 إذ تحصل على شهادة الدكتوراه في الكيمياء العضوية سنة 1980 و قضى سنة في مرحلة ما بعد الدكتواره في الكيمياء (1981). أصبح آنذاك أستاذ محاضر بمدرسة المهندسين بقابس و من ثم أستاذ بالمنستير. هو عضو بنقابة التعليم العالي و المجلس الوطني للحريات بتونس و كذلك عضو مؤسس للتكتل الديمقراطي من أجل العمل و الحريات. يتقن اللغة العربية و الفرنسية و الإنجليزية.,,2011-11-22,1
TNP-00470,عبد القادر القادري,Abdelkader Kadri,,,,,عبد قادر قادري,male,1959-08-24,day,,,,,,,,"Amendements sur la constitution Né le 24 aout 1959, il a effectué ses études primaires à l’école 27 octobre à Mareth, puis au collège de Mareth avant d’intégrer le lycée secondaire El Manara à Gabes où il a obtenu son baccalauréat. Il a intégré par la suite l’institut de la Charia et de la Théologie de Tunis où il a obtenu une maitrise en 1981. Il était actif au sein de la section jeune du mouvement de la tendance islamique et a intégré par la suite la section estudiantine dont il était le président à l’institut de la charia durant l’année universitaire 1981 – 1982. Il a eu des responsabilités organisationnelles au sein du mouvement islamique à Mareth et Gabes.",,,,من مواليد 24 أوت 1959، درس في الإبتدائي في مدرسة 27 أكتوبر بمارث ثمّ بالمعهد الإعدادي بمارث ومنه إلى معهد المنارة بقابس أين تحصّل على الباكالوريا. إنتقل بعد ذلك إلى معهد الشّريعة وأصول الدّين أين تحصّل على الإجازة سنة 1981. كان منخرطا في العمل التّلمذي لحركة الإتّجاه الإسلامي وإنخرط خلال دراسته الجامعيّة في العمل الطلاّبي حيث ترأّس العمل الطلاّبي في معهد الشّريعة وأصول الدّين خلال السّنة الجامعيّة 1981 – 1982، و كانت له مسؤوليّات تنظيميّة صلب الإتّجاه الإسلامي في مارث وقابس.,,2011-11-22,1
TNP-00471,عبد المجيد النجار,Abdelmajid Najar,,,,,عبد مجيد نجار,male,1945-05-28,day,Beni Khedach (Mednine),,,,,,,"Amendements sur la constitution Né le 28 mai 1945 à Beni Khedach (Mednine), il a rejoint l’université religieuse de Zaitouna ou il a obtenu une licence en Usul Al Din (Théologie) en 1972, puis il a quitté le pays pour rejoindre l’université d’Al Azhar en Egypte ou il a décroché un mastère dans la même spécialité en 1974. En 1981, Abdelmajid Najjar a eu son doctorat en « Akida » et « tachrii » (croyance et législation). Il a rejoint le secteur de l’enseignement primaire et secondaire. Ensuite, il est devenu enseignant à l’université Al Zeitouna de 1974 jusqu’en 1985. Il a aussi enseigné dans d’autres universités du monde arabe : au Qatar, Maroc, Emirats et en Algérie. Concernant sa vie politique, Najjar a été l’un des membres fondateurs du mouvement religieux Ennahdha. Il a été exilé en 1989. Najjar a exercé la fonction de membre du bureau exécutif de l’union internationale des savants musulmans,il a dirigé le bureau de cette union à Tunis. Il a aussi été membre du conseil Européen de la Fatwa et des recherches.",,,,ولد عبد المجيد النجار في 28/05/1945 بمدينة بني خداش بولاية مدنين. التحق بالجامعة الزيتونية ليتحصل سنة 1972 على الاجازة في أصول الدين ثم غادر تونس متجها إلى مصر حيث تحصل على الماجستر في أصول الدين من جامعة الأزهر في سنة 1974. تحصل عبد المجيد النجار على شهادة الدكتوراة في العقيدة والتشريع سنة 1981. التحق بسلك التعليم الابتدائي والثانوي و بداية من سنة 1974 و إلى حدود سنة 1985 عمل كأستاذ بالجامعة الزيتونية ثم بجامعات عديدة بالعالم العربي منها الجزائر والامارات وقطر والمغرب. في ما يخص حياته السياسية كان عبد المجيد النجار أحد الأعضاء المؤسسين لحركة النهضة و قد تعرض للنفي سنة 1989. شغل عبد المجيد النجار منصب عضو المكتب التنفيذي للاتحاد العالمي للعلماء المسلمين وترأس فرعة في تونس وكان كذلك عضو المجلس الأوروبي للإفتاء والبحوث.,,2011-11-22,1
TNP-00472,عبد الوهاب معطر,Abdelwahab Maatar,,,,,عبد وهاب معطر,male,1952-03-23,day,Sfax,TN-61,,,marié,3,,"Amendements sur la constitution Né le 23 mars 1952 à Sfax, Abdelwahab Maatar est un avocat et homme politique tunisien. Il est ministre de la Formation professionnelle et de l'Emploi depuis le 24 décembre 2011 au sein du gouvernement de Hamadi Jebali. Il est titulaire d'un diplôme de l'École Nationale d'Administration (1975) ainsi que d'une licence en droit public (1977) et d'un DEA en sciences politiques (1983), obtenus à la faculté de droit et de sciences politiques de l'université de Tunis. Entre 1977 et 1978, il travaille à la Société tunisienne d'assurances et de réassurances puis, entre 1979 et 1980, comme chef du service contentieux à la Société nationale d'exploitation et de distribution des eaux et, entre 1980 et 1984, comme directeur adjoint à l'Agence tunisienne de coopération technique. En 1984, il devient avocat et professeur à la faculté de droit et de sciences économiques de Tunis. Il est membre du Conseil national pour les libertés en Tunisie, de la Ligue tunisienne des droits de l'homme, membre fondateur du Centre de Tunis pour l'indépendance de la justice, vice-président de l'Association internationale de soutien aux prisonniers politiques et membre fondateur en 2001 du Congrès pour la République (CPR) dont il est membre du bureau politique depuis cette date. Il est marié et père de trois enfants.",,,,من مواليد 23 مارس 1952 بصفاقس، عبد الوهاب المعطر هو محامي و سياسي تونسي و وزير التكوين المهني و التشغيل منذ 24 ديسمبر 2011 ضمن حكومة حمادي الجبالي. متحصل على شهادة من المدرسة الوطنية للإدارة (1975) و إجازة في القانون العام (1977) و شهادة الدراسات المعمقة في العلوم السياسية (1983) من كلية القانون و العلوم السياسية بتونس. بين 1977 و 1978 اشتغل بالشركة التونسية للتأمين وإعادة التأمين ثم بين 1979 و 1980 كرئيس مصلحة التنازع الشركة الوطنية لاستغلال وتوزيع المياه و بين 1980 و 1984 كمدير مساعد بالوكالة التونسية للتعاون الفني. أصبح محامي و أستاذ بكلية القانون و العلوم الإقتصادية بتونس سنة 1984. عضو بالمجلس الوطني للحريات بتونس و الرابطة التونسية للدفاع عن لحقوق الإنسان و عضو مؤسس لمركز تونس لاستقلال القضاء و نائب رئيس الجمعية الدولية لمساندة المساجين السياسيين و عضو مؤسس في 2001 لحزب المؤتمر من أجل الجمهورية و انتمى إلى مكتبه السياسي منذ ذلك التاريخ.,,2011-11-22,1
TNP-00473,عصام الشابي,Issam Chebbi,,,,,عصام شابي,male,1957-12-23,day,Tunis et originaire de Tozeur,,,,,,,"Amendements sur la constitution Issam Chebbi, né le 23 décembre 1957 à Tunis et originaire de Tozeur, est un homme politique tunisien, membre de l'Assemblée Nationale Constituante élue le 23 octobre 2011. Il représente le Parti démocrate progressiste (PDP) dans la circonscription de l'Ariana. Cet huissier et notaire de profession est aussi membre du bureau exécutif (2004-2012) et secrétaire général adjoint du PDP (2012). Il est actuellement membre du bureau politique du Parti Républicain. Défenseur des droits de l'homme en Tunisie. Il a signé l'appel pour la défense de la libre expression en Tunisie en mai 2003. Il était aussi candidat tête de liste à l'Ariana aux élections législatives d'octobre 2004. Il est le frère cadet d'Ahmed Néjib Chebbi.",,,,ولد عصام الشابي في 23 ديسمبر 1957 بتونس وهو أصيل ولاية توزر. هو سياسي تونسي و عضو بالمجلس الوطني التأسيسي المنتخب في 23 أكتوبر 2011. يمثل الحزب الديمقراطي التقدمي على دائرة أريانة وهو كذلك عضو بالمكتب التنفيذي وأمين عام مساعد للحزب. كاتب وعدل منفذ وهو شقيق أحمد نجيب الشابي.,,2011-11-22,1
TNP-00474,علي بالشريفة,Ali Bechrifa,,,,,علي بالشريفه,male,1960-03-04,day,Beja où il a effectué ses études primaires et secondaires,,,,,,,"Amendements sur la constitution Né le 04 Mars 1960 à Beja où il a effectué ses études primaires et secondaires, il a poursuivi ses études supérieures à Tunis en intégrant la Faculté des Sciences où il a obtenu sa maitrise en Chimie et ensuite son Diplôme d'Etudes Approfondies (DEA) dans la même spécialité. Ali Bechrifa a continué son évolution dans le domaine de la science en obtenant un doctorat puis un doctorat d'Etat en Chimie. Il a travaillé en tant que professeur d'enseignement à la Faculté Des Sciences de Tunis avant son élection à l'Assemblée Nationale Constituante et il avait des activités syndicales.",,,,ولد علي بشريفة في 04 مارس 1960 بولاية باجة ودرس هناك طيلة المرحلة الابتدية والثانوية وبعد ذلك إنتقل إلى تونس العاصمة والتحق بكلية العلوم حيث تحصل على الاستاذية في الكيمياء ثم شهادة الدراسات المعمقة في نفس المجال. واصل علي بالشريفة تقدمه في مجال العلوم وتحصل على دكتوراه المرحلة ثم دكتوراه الدولة في الكيمياء. عمل كأستاذ تعليم عالي بكلية العلوم بتونس قبل إنتخابه بالمجلس الوطني التأسيسي كما كان له نشاط نقابي.,,2011-11-22,1
TNP-00475,علي فارس,Ali Fares,,,,,علي فارس,male,1973-01-01,year,,,,,,,,"Amendements sur la constitution Né en 1973, il a entamé son activité avec le mouvement islamique durant ses études secondaires. Il a été emprisonné durant deux ans et deux mois entre la prison civile de Harboub et la prison de 9 avril, pour appartenance à une organisation non autorisée suite à ces activités en 1992, alors qu’il préparait son baccalauréat. Après sa sortie de prison en 1994, il intégra un lycée privé à Gabes vu qu’il était interdit d’étudier à Tataouine et obtint son baccalauréat en 1995. Il a par la suite poursuivi ses études universitaires à la faculté de droit et de sciences politiques de Tunis, tout en étant sujet à la surveillance administrative à cité Ibn Khaldoun, au poste d’El Mourouj, au poste de Ben Arous et à sa ville natale à Essmar. Il a obtenu la maîtrise en 1999 puis le diplôme d’études approfondies en Janvier 2003. Son B3 ne lui étant pas accordé, il a été obligé de présenter le jugement d’appartenance rendu contre lui comme justificatif pour être inscrit à l’ordre des avocats. Il a aussi été interdit de passeport durant l’ancien régime et il ne l’a obtenu qu’après la révolution.",,,,علي فارس من مواليد سنة 1973 وقد بدأ نشاطه مع حركة النهضة أثناء مرحلة التعليم الثانوي. سجن على إثر هذا النشاط سنة 1992 وهو في فترة الإعداد للبكالوريا وقضي عليه بالسجن سنتين وشهرين بتهمة الإنتماء لمجموعة غير مرخص فيها قضاها بين السجن المدني بحربوب وسجن 9 أفريل. بعد خروجه من السجن سنة 1994، استأنف تعليمه في مدرسة خاصة بقابس بسبب منعه من مزاولة تعليمه بتطاوين وتحصل على الباكالوريا سنة 1995. واصل تعليمه الجامعي بكلية الحقوق والعلوم السياسية بتونس تحت المراقبة الإدارية بحي ابن خلدون ومركز المروج ومنطقة بن عروس وفي موطنه الأصلي بالصمار. تحصل على الأستاذية سنة 1999 ثم على شهادة الدراسات المعمقة في جانفي 2003. لم يتم تمكينه من البطاقة عدد 3 مما أجبره على تقديم حكم الإنتماء كمؤيد لترسيمه بالمحاماة. منع من الحصول على جواز سفر طيلة حكم النظام المخلوع ولم يحصل عليه إلا بعد الثورة.,,2011-11-22,1
TNP-00476,علي حويجي,Ali Houiji,,,,,علي حويجي,male,1981-08-22,day,,,,,,,,"Amendements sur la constitution Né le 22 aout 1981, il a étudié le droit à la faculté de droit et de sciences politiques à Tunis, puis a étudié le commerce international et a obtenu un diplôme de technicien supérieur. Il a travaillé au sein de plusieurs sociétés avant de connaître une période de chômage. Suite à la révolution, il s’est présenté aux élections comme tête de liste d’une liste indépendante et fait maintenant partie du comité exécutif du Mouvement Wafa.",,,,درس بكليّة الحقوق والعلوم السّياسيّة بتونس ثمّ درس تجارة دوليّة وتحصّل على شهادة تقني سامي. اشتغل في عدة مؤسّسات خاصّة ثمّ مرّ بفترة عطالة عن العمل. بعد الثّورة، ترشّح للمجلس التّأسيسي على رأس قائمة مستقلّة وهو حاليّا عضو الهيئة التّنفيذيّة لحركة وفاء.,,2011-11-22,1
TNP-00477,عماد الحمامي,Imed Hammami,,,,,عماد حمامي,male,1964-04-19,day,Beni Khalled (Nabeul),,,,,,,"Amendements sur la constitution Né le 19 Avril 1964 à Beni Khalled (Nabeul), il a effectué ses études primaires à l'école de Abou Kacem Chebbi à Beni Khiar et ses études secondaires à Tunis au lycée technique de Gronbalia. Il a ensuite poursuivi ses études supérieures à l'école nationale des ingérieurs. Il s'est intéressé à la politique depuis son jeune âge en étant un membre actif au sein de l'Union Générale Tunisienne des Etudiants et membre du mouvement de la tendance islamiste et plus tard d'Ennahdha.",,,,ولد عماد همامي في 19 أفريل 1964 ببني خلاد، ولاية نابل، ودرس في البداية في مدرسة أبو القاسم الشابي ببني خيار ثم بعد ذلك انتقل ليزاول تعليمه الثانوي بتونس العاصمة وتحديدا بالمعهد الفني بقرمبالية ليتابع من ثم تعليمه العالي بالمدرسة الوطنية للمهندسين. انخرط عماد منذ سن مبكرة في الحياة السياسة إذ كان عضو ناشط بالاتحاد العام التونسي للطلبة وعضو في التيار الاسلامي ثم حركة النهضة لاحقا.,,2011-11-22,1
TNP-00478,عمر الشتوي,Omar Chetoui,,,,,عمر شتوي,male,,,,,,,,,,"Amendements sur la constitution Date et lieu de naissance: 11/07/1957 à Douz, gouvernorat de Kébili. Enseignement primaire à l'école primaire de Douz. Enseignement secondaire au lycée mixte de Kébili et au lycée mixte de Gabès où il a obtenu son baccalauréat littéraire en Juin 1977. Il a obtenu la licence en droit privé de la Faculté de Droit et de Sciences Politiques de Tunis et le certificat d'aptitude à la profession d'avocat. Il faisait partie du Mouvement des Démocrates Socialistes en 1981 et était membre de son conseil national responsable des étudiants et s'est retiré du mouvement en 1985. Il est le fondateur de la section Kébili de la Ligue Tunisienne des Droits de l'Homme en Décembre 1981. Il était bâtonnier de l'ordre national des huissiers notaires de 1992 jusqu'à 2001. Il était le représentant permanent auprès de l'Union Internationale du notariat à Paris chargée des affaires de l'Afrique du Nord et du Moyen Orient de 1991 jusqu'à fin 2002. Auteur de trois ouvrages juridiques: 1) Commentaire sur la loi des huissiers notaires 2) Les procédures de notification et d'exécution en matière civile et commerciale 3) Notes directives du bâtonnier de l'ordre national des huissiers notaires Professeur de notariat à l'Institut Supérieur de la Magistrature de 1997 jusqu'à 2001. Il a participé dans plusieurs recherches juridiques publiées dans le code de la magistrature, la législation et la revue tunisienne de droit. Membre de la commission de préparation du projet de loi organique des huissiers notaires (1988) et la commission d'amendement du code commercial (1993) ainsi que le rapporteur de la commission de réforme des moyens d'exécution (amendement du code des procédures civiles et commerciales) au ministère de la justice en 2001. Il a rejoint le parti du Congrès Pour la République dès sa création en Août 2001 et il est membre de son bureau politique chargé des structures. Membre à l'Assemblée Nationale Constituante sur la circonscription de Kébili.",,,,تاريخ الولادة و مكانها: 11/07/1957 بدوز ولاية قبلي التعليم الابتدائي: المدرسة الابتدائية بدوز التعليم الثانوي: المعهد الثانوي المختلط بقبلي و المعهد الثانوي المختلط بقابس بكالوريا: آداب شهر جوان 1977. المعهد الثانوي المختلط بقابس *متحصل على الإجازة في الحقوق قانون خاص كلية الحقوق و العلوم السياسية بتونس *متحصل على شهادة الكفاءة لمهنة المحماة *انتمى لحركة الديمقراطيين الاشتراكيين سنة 1981 و كان عضوا بمجلسها الوطني مسؤولا عن الطلبة ثم انسحب منها سنة 1985 *أسس فرع رابطة حقوق الإنسان بقبلي ديسمبر 1981 *عميد للهيئة الوطنية للعدول المنفذين منذ سنة 1992 إلى سنة 2001 *مندوب دائم للاتحاد الدولي لمأمورية التنفيذ بباريس لشؤون شمال إفريقيا و الشرق الأوسط منذ سنة 1999 إلى 31_12_2002 1) تعليق على قانون العدول المنفذين 2) إجراءات التبليغ و التنفيذ في المادة المدنية و التجارية 3) المذكرات التوجيهية لعميد الهيئة الوطنية للعدول المنفذين *أستاذ مادة التنفيذ بالمعهد الأعلى للقضاء من 1997 إلى 2001 شارك بالعديد من البحوث القانونية المنشورة بمجلة القضاء و التشريع و المجلة التونسية للقانون عضو لجنة إعداد مشروع القانون الأساسي للعدول المنفذين (1988) و لجنة تنقيح المجلة التجارية(1993) و مقرر لجنة إصلاح طرق التنفيذ (تنقيح مجلة المرافعات المدنية و التجارية) بوزارة العدل سنة 2001 *التحق بحزب المؤتمر من أجل الجمهورية منذ تأسيسه في أوت 2001 *عضو المكتب السياسي لحزب المؤتمر من أجل الجمهورية مكلف بالهياكل *عضو بالمجلس التأسيسي عن ولاية قبلي,,2011-11-22,1
TNP-00479,فاضل الوج,Fadhel Elouej,,,,,فاضل وج,male,,,,,,,marie,,,"Amendements sur la constitution Né le 10/01/1960 à Mahdia, il a effectué ses études primaires à l’école primaire Ghdhab à Mahdia et ses études secondaires au lycée Ksour Essef. Il a poursuivi son enseignement supérieur à Pierre et Marie Curie en 1983 où il a obtenu son diplôme d’études approfondies après 3 ans d’enseignement. C’est un homme d’affaires, marié et a 3 enfants. Il s’est présenté aux élections de l’Assemblée Nationale Constituante avec le parti de l’Initiative.",,,,ولد الفاضل اللوج في 10/01/1960 بولاية المهدية ودرس في المدرسة الإبتدائية بالعطاب بالمهدية ثم تابع تعليمه الثانوي بالمعهد الثانوي قصور الساف. إنتقل فاضل اللوج بعد ذلك لمتابعة دراسته بفرنسا حيث إلتحق بالجامعة الفرنسية ماري كوري سنة 1982 وتحصل هناك على شهادة الدراسات المعمقة بعد فترة دراسة دامت 3 سنوات. هو رجل أعمال متزوج وأب لثلاث أبناء. ترشح فاضل اللوج عن حزب المبادرة وهو حاليا عضو في لجنة القطاعات الخدماتية.,,2011-11-22,1
