layer,person_id,name_raw,script,surname_candidates,spine_candidates,period,subgroup,assembly_id,coverage_status,entry_mode,gender
legislators,TNP-00227,ابتهاج بن هلال,ar,بن هلال|هلال,BNHL|HL,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00228,عماد الخميري,ar,الخميري,XMR,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00235,جميلة دبش,ar,دبش,DBS,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00236,جميلة الجويني,ar,الجويني,JN,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00247,لطيفة الحباشي,ar,الحباشي,HBS,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00251,لطفي علي,ar,علي,L,second_republic,حزب المبادرة,ARP-2014,full,elected,male
legislators,TNP-00254,محبوبة بن ضيف الله,ar,بن ضيف الله|ضيف الله,BNDFL|DFL,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00255,ماهر المذيوب,ar,المذيوب,MDB,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00262,مروان فلفال,ar,فلفال,FLFL,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,male
legislators,TNP-00264,مهدي بن غربية,ar,بن غربية|غربية,BNVRB|VRB,second_republic,التحالف الديمقراطي,ARP-2014,full,elected,male
legislators,TNP-00267,معز بلحاج رحومة,ar,بلحاج رحومة|رحومة,BLHJRHM|RHM,second_republic,حركة النهضة,ARP-2014,full,replacement_list,male
legislators,TNP-00276,محمد كمال حمزاوي,ar,حمزاوي,HMZ,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00285,محمد زريق,ar,زريق,ZRK,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00289,منجي الرحوي,ar,الرحوي,RH,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00295,مصطفى بن أحمد,ar,بن أحمد|أحمد,BNHMD|HMD,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00299,نوفل الجمالي,ar,الجمالي,JML,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00301,ناجي الجمل,ar,الجمل,JML,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00303,نسرين العماري,ar,العماري,MR,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00305,نعمان العش,ar,العش,S,second_republic,التيار الديمقراطي,ARP-2014,full,elected,male
legislators,TNP-00309,نور الدين البحيري,ar,البحيري,BHR,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00319,رضا شرف الدين,ar,شرف الدين,SRFDN,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00324,الصحبي عتيق,ar,عتيق,TK,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00328,سالم لبيض,ar,لبيض,LBD,second_republic,حركة الشعب,ARP-2014,full,elected,male
legislators,TNP-00331,سماح دمق,ar,دمق,DMK,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00332,سامية عبو,ar,عبو,B,second_republic,التيار الديمقراطي,ARP-2014,full,elected,female
legislators,TNP-00333,سمير ديلو,ar,ديلو,DL,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00340,السيدة الونيسي,ar,الونيسي,NS,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00345,سفيان طوبال,ar,طوبال,TBL,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00350,طارق فتيتي,ar,فتيتي,FT,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00354,وفاء عطية,ar,عطية,T,second_republic,حركة النهضة,ARP-2014,full,replacement_list,female
legislators,TNP-00355,وليد الجلاد,ar,الجلاد,JLD,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00357,يمينة الزغلامي,ar,الزغلامي,ZVLM,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00358,ياسين العياري,ar,العياري,R,second_republic,مستقل,ARP-2014,full,replacement_list,male
legislators,TNP-00361,زينب براهمي,ar,براهمي,BRHM,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00364,زياد العذاري,ar,العذاري,DR,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00365,زهير المغزاوي,ar,المغزاوي,MVZ,second_republic,حركة الشعب,ARP-2014,full,elected,male
legislators,TNP-00369,أحمد المشرقي,ar,المشرقي,MSRK,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00375,أسامة الصغير,ar,الصغير,SVR,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00383,الحبيب خضر,ar,خضر,XDR,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00394,الهادي بن ابراهم,ar,بن ابراهم|ابراهم,BMBRHM|BRHM,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00401,إيمان بن محمد,ar,بن محمد|محمد,BMHMD|MHMD,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00404,بسمة الجبالي,ar,الجبالي,JBL,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00422,دليلة الببة,ar,الببة,B,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00429,ريم ثايري,ar,ثايري,TR,second_republic,تيار المحبة,ARP-2014,full,elected,female
legislators,TNP-00430,ريم محجوب,ar,محجوب,MHJB,second_republic,آفاق تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00445,سناء مرسني,ar,مرسني,MRSN,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00468,عبد العزيز القطي,ar,القطي,KT,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00492,كلثوم بدر الدين,ar,بدر الدين,BDRDN,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00498,مبروك الحريزي,ar,الحريزي,HRZ,second_republic,المؤتمر من أجل الجمهورية,ARP-2014,full,elected,male
legislators,TNP-00500,محرزية العبيدي,ar,العبيدي,BD,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00523,محمود قويعة,ar,قويعة,K,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00543,نعمان الفهري,ar,الفهري,FHR,second_republic,آفاق تونس,ARP-2014,full,elected,male
legislators,TNP-00544,نور الدين المرابطي,ar,المرابطي,MRBT,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00548,هالة الحامي,ar,الحامي,HM,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00553,سلاف القسنطيني,ar,القسنطيني,KSNTN,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00790,عبادة الكافي,ar,الكافي,KF,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00791,عبد الفتاح مورو,ar,مورو,MR,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00792,عبد القادر بنضيف الله,ar,بنضيف الله,BNDFL,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00793,عبد اللطيف المكّي,ar,المكي,MK,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00794,عبد المؤمن بلعانس,ar,بلعانس,BLNS,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00795,عبد الوهاب الورفلي,ar,الورفلي,RFL,second_republic,الحزب الجمهوري,ARP-2014,full,replacement_list,male
legislators,TNP-00796,عبد الناصر شويخ,ar,شويخ,SX,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00797,عبد الرؤوف الشابي,ar,الشابي,SB,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00798,عبد الرؤوف الشريف,ar,الشريف,SRF,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00799,عبد الرؤوف الماي,ar,الماي,M,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00800,عبد الرزاق شريط,ar,شريط,SRT,second_republic,القائمة المستقلة لمجد الجريد,ARP-2014,full,elected,male
legislators,TNP-00801,عبير عبدلي,ar,عبدلي,BDL,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00802,أحمد عماري,ar,عماري,MR,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00803,أحمد السعيدي,ar,السعيدي,SD,second_republic,حزب المبادرة,ARP-2014,full,elected,male
legislators,TNP-00804,أحمد الصديق,ar,الصديق,SDK,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00805,علي بالاخوة,ar,بالاخوة,BLX,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00806,علي بن سالم,ar,بن سالم|سالم,BNSLM|SLM,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00807,علي بنور,ar,بنور,BNR,second_republic,آفاق تونس,ARP-2014,full,elected,male
legislators,TNP-00808,علي العريض,ar,العريض,RD,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00809,أمل سويد,ar,سويد,SD,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00810,أميرة زوكاري,ar,زوكاري,ZKR,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00811,عمار عمروسيه,ar,عمروسيه,MRS,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00812,اسماء بو الهناء,ar,بو الهناء|الهناء,BHN|HN,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00813,أيمن علوي,ar,علوي,L,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00814,بدر الدين عبدالكافي,ar,عبدالكافي,BDLKF,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00815,البشير بن عمر,ar,بن عمر|عمر,BMR|MR,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00816,البشير اللزام,ar,اللزام,LZM,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00817,بلقاسم دخيلي,ar,دخيلي,DXL,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00818,بشرى بلحاج حميدة,ar,بلحاج حميدة|حميدة,BLHJHMD|HMD,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00819,بثينة بن يغلان,ar,بن يغلان|يغلان,BNVLN|VLN,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00820,ابراهيم ناصف,ar,ناصف,NSF,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00821,شفيق العيادي,ar,العيادي,D,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00822,شهيدة فرج,ar,فرج,FRJ,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00823,شاكر عيادي,ar,عيادي,D,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00824,شكيب باني,ar,باني,BN,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00825,درة يعقوبي,ar,يعقوبي,KB,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,female
legislators,TNP-00826,الخنساء بن حراث,ar,بن حراث|حراث,BNHRT|HRT,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00827,فوزية بن فضة,ar,بن فضة|فضة,BNFD|FD,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,female
legislators,TNP-00828,فاتن  الوسلاتي,ar,الوسلاتي,SLT,second_republic,الحزب الجمهوري,ARP-2014,full,replacement_list,female
legislators,TNP-00829,فتحي شامخي,ar,شامخي,SMX,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00830,فيصل خليفة,ar,خليفة,XLF,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00831,غازي الشواشي,ar,الشواشي,S,second_republic,التيار الديمقراطي,ARP-2014,full,elected,male
legislators,TNP-00832,هاجر تريكي,ar,تريكي,TRK,second_republic,حركة النهضة,ARP-2014,full,replacement_list,female
legislators,TNP-00833,حمدي قزقز,ar,قزقز,KZKZ,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00834,حاتم الفرجاني,ar,الفرجاني,FRJN,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00835,حياة كبير,ar,كبير,KBR,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00836,هيكل بلقاسم,ar,بلقاسم,BLKSM,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00837,الهادي صولة,ar,صولة,SL,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00838,هاجر بالشيخ أحمد,ar,أحمد,HMD,second_republic,آفاق تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00839,هاجر العروسي,ar,العروسي,RS,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00840,هالة عمران,ar,عمران,MRN,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00841,حمد الخصخوصي,ar,الخصخوصي,XSXS,second_republic,حركة الديمقراطيين الإجتماعيين,ARP-2014,full,elected,male
legislators,TNP-00842,الحسين جزيري,ar,جزيري,JZR,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00843,هدى سليم,ar,سليم,SLM,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00844,هدى تقية,ar,تقية,TK,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00845,حسام بونني,ar,بونني,BN,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00846,حسن العماري,ar,العماري,MR,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00847,الحسين اليحياوي,ar,اليحياوي,H,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00848,ابراهيم بن سعيد,ar,بن سعيد|سعيد,BNSD|SD,second_republic,المؤتمر من أجل الجمهورية,ARP-2014,full,elected,male
legislators,TNP-00849,ابتسام جبابلي,ar,جبابلي,JBL,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00850,إكرام مولاهي,ar,مولاهي,MLH,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00851,عماد الدائمي,ar,الدائمي,DM,second_republic,المؤتمر من أجل الجمهورية,ARP-2014,full,elected,male
legislators,TNP-00852,اسماعيل بن محمود,ar,بن محمود|محمود,BMHMD|MHMD,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00853,عصام الماطوسي,ar,الماطوسي,MTS,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00854,إياد الدهماني,ar,الدهماني,DHMN,second_republic,الحزب الجمهوري,ARP-2014,full,elected,male
legislators,TNP-00855,جيهان عويشي,ar,عويشي,S,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00856,جيهان عبادي,ar,عبادي,BD,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00857,الجيلاني الهمامي,ar,الهمامي,HM,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00858,كمال ذوادي,ar,ذوادي,D,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00859,كمال هراغي,ar,هراغي,HRV,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00860,كريم الهلالي,ar,الهلالي,HL,second_republic,آفاق تونس,ARP-2014,full,elected,male
legislators,TNP-00861,كريمة  التقاز,ar,التقاز,TKZ,second_republic,حركة النهضة,ARP-2014,full,replacement_list,female
legislators,TNP-00862,خالد شوكات,ar,شوكات,SKT,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00863,خولة بن عائشة,ar,بن عائشة|عائشة,BNS|S,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00864,خميس قسيلة,ar,قسيلة,KSL,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00865,العجمي الوريمي,ar,الوريمي,RM,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00866,لخضر بالهوشات,ar,بالهوشات,BLHST,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00867,لمياء  الدريدي,ar,الدريدي,DRD,second_republic,التحالف الديمقراطي,ARP-2014,full,replacement_list,female
legislators,TNP-00868,لمياء الغربي,ar,الغربي,VRB,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00869,لمياء المليح,ar,المليح,MLH,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00870,ليلى الشتاوي بوقطف,ar,بوقطف,BKTF,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00871,ليلى بوقطف,ar,بوقطف,BKTF,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00872,ليلى الحمروني,ar,الحمروني,HMRN,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00873,ليلى الوسلاتي,ar,الوسلاتي,SLT,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00874,ليلى أولاد علي,ar,أولاد علي|علي,LDL|L,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00875,ليلى الزحاف,ar,الزحاف,ZHF,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00876,ليليا يونس كسيبي,ar,كسيبي,KSB,second_republic,آفاق تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00877,لطفي النابلي,ar,النابلي,MBL,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00878,محمود قاهري,ar,قاهري,KHR,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00879,مروى بوعزي,ar,بوعزي,BZ,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00880,مروان فلفال,ar,فلفال,FLFL,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,male
legislators,TNP-00881,مباركة عوائنية,ar,عوائنية,N,second_republic,الجبهة الشعبية,ARP-2014,full,elected,female
legislators,TNP-00882,مريم بوجبل,ar,بوجبل,BJBL,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00883,محمد عبد اللاوي,ar,عبد اللاوي|اللاوي,BDL|L,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,male
legislators,TNP-00884,محمد علي البدوي,ar,البدوي,BD,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00885,محمد الأمين كحلول,ar,كحلول,KHL,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00886,محمد أنور العذار,ar,العذار,DR,second_republic,آفاق تونس,ARP-2014,full,elected,male
legislators,TNP-00887,محمد بن سالم,ar,بن سالم|سالم,BNSLM|SLM,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00888,محمد بنصوف,ar,بنصوف,BNSF,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00889,محمد حامدي,ar,حامدي,HMD,second_republic,تيار المحبة,ARP-2014,full,elected,male
legislators,TNP-00890,محمد الناصر,ar,الناصر,NSR,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00891,محمد الناصر جبيرة,ar,جبيرة,JBR,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00892,محمد الفاضل بن عمران,ar,بن عمران|عمران,BMRN|MRN,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00893,محمد الفريخة,ar,الفريخة,FRX,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00894,محمد غنام,ar,غنام,VM,second_republic,آفاق تونس,ARP-2014,full,elected,male
legislators,TNP-00895,محمد الهادي قديش,ar,قديش,KDS,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00896,محمد جلال غديرة,ar,غديرة,VDR,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00897,محمد كمال بسباس,ar,بسباس,BSBS,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00898,محمد الأخضر العجيلي,ar,العجيلي,JL,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00899,محمد الأزهر عكرمي,ar,عكرمي,KRM,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00900,محمد المحجوب,ar,المحجوب,MHJB,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00901,محمد المحسن سوداني,ar,سوداني,SDN,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00902,محمد نجيب ترجمان,ar,ترجمان,TRJMN,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00903,محمد الراشدي,ar,الراشدي,RSD,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,male
legislators,TNP-00904,محمد الراشدي بوقرة,ar,بوقرة,BKR,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00905,محمد رمزي خميس,ar,خميس,XMS,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00906,محمد سعيدان,ar,سعيدان,SDN,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00907,محمد سيدهم,ar,سيدهم,SDHM,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00908,محمد الطرودي,ar,الطرودي,TRD,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00909,محسن حسن,ar,حسن,HSN,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00910,المنصف السلامي,ar,السلامي,SLM,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00911,المنذر بلحاج علي,ar,بلحاج علي|علي,BLHJL|L,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00912,المنجي حرباوي,ar,حرباوي,HRB,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00913,منية ابراهيم,ar,ابراهيم,BRHM,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00914,منير الحمدي,ar,الحمدي,HMD,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00915,مراد حمايدي,ar,حمايدي,HMD,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00916,النذير بن عمو,ar,بن عمو|عمو,BM|M,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00917,نادية زنڨر,ar,زنڨر,ZNKR,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00918,ناجية بن عبد الحفيظ,ar,بن عبد الحفيظ|عبد الحفيظ|الحفيظ,BMBDHFZ|BDHFZ|HFZ,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00919,نجلاء سعداوي,ar,سعداوي,SD,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00920,نوال طياش,ar,طياش,TS,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00921,نزار عمامي,ar,عمامي,M,second_republic,الجبهة الشعبية,ARP-2014,full,elected,male
legislators,TNP-00922,نورة العامري,ar,العامري,MR,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,female
legislators,TNP-00923,نور الدين بن عاشور,ar,بن عاشور|عاشور,BNSR|SR,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00924,نزهة بياوي,ar,بياوي,B,second_republic,الجبهة الوطنية للإنقاذ,ARP-2014,full,replacement_list,female
legislators,TNP-00925,ألفة الجويني,ar,الجويني,JN,second_republic,الإتحاد الوطني الحر,ARP-2014,full,replacement_list,female
legislators,TNP-00926,ألفة السكري,ar,السكري,SKR,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00927,أنس الحطاب,ar,الحطاب,HTB,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00928,أسامة علية الصغير,ar,الصغير,SVR,second_republic,حركة النهضة,ARP-2014,full,replacement_list,male
legislators,TNP-00929,رابحة بن حسين,ar,بن حسين|حسين,BNHSN|HSN,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00930,راضيه التومي,ar,التومي,TM,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00931,رمزي بن فرج,ar,بن فرج|فرج,BNFRJ|FRJ,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00932,رياض المؤخر,ar,المؤخر,MXR,second_republic,آفاق تونس,ARP-2014,full,elected,male
legislators,TNP-00933,رضا الزغندي,ar,الزغندي,ZVND,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00934,صبري الدخيل,ar,الدخيل,DXL,second_republic,المؤتمر من أجل الجمهورية,ARP-2014,full,elected,male
legislators,TNP-00935,صبرين الغبنتني,ar,الغبنتني,VBNTN,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00936,صافية خلفي,ar,خلفي,XLF,second_republic,حركة النهضة,ARP-2014,full,elected,female
legislators,TNP-00937,الصحبي بن فرج,ar,بن فرج|فرج,BNFRJ|FRJ,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00938,سعيد العايدي,ar,العايدي,D,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00939,صـلاح البرقاوي,ar,البرقاوي,BRK,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00940,سالم حامدي,ar,حامدي,HMD,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00941,سلمى اللومي,ar,اللومي,LM,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00942,سماح بوحوال,ar,بوحوال,BHL,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00943,سامي الفطناسي,ar,الفطناسي,FTNS,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00944,سناء الصالحي,ar,الصالحي,SLH,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00945,سليم بسباس,ar,بسباس,BSBS,second_republic,حركة النهضة,ARP-2014,full,elected,male
legislators,TNP-00946,سعاد البيولي,ar,البيولي,BL,second_republic,الجبهة الشعبية,ARP-2014,full,elected,female
legislators,TNP-00947,سعاد الزوالي,ar,الزوالي,ZL,second_republic,حركة نداء تونس,ARP-2014,full,elected,female
legislators,TNP-00948,سهيل العلويني,ar,العلويني,LN,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00949,الطاهر فضيل,ar,فضيل,FDL,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
legislators,TNP-00950,الطاهر بطيخ,ar,بطيخ,BTX,second_republic,حركة نداء تونس,ARP-2014,full,replacement_list,male
legislators,TNP-00951,الطيب المدني,ar,المدني,MDN,second_republic,حركة نداء تونس,ARP-2014,full,elected,male
legislators,TNP-00952,توفيق الجملي,ar,الجملي,JML,second_republic,الإتحاد الوطني الحر,ARP-2014,full,elected,male
