person_id,name_ar,name_lat,gender,birth_year,birth_date_precision,birth_governorate_id,n_mandates,first_assembly_id,last_assembly_id,first_mandate_start,constituency_id,constituency_name_ar,governorate_id,governorate_name_lat,region,littoral,party_id_last,party_family_last,occupation_raw,career_sectors,vote_participation_rate,plenary_attendance_rate,n_written_questions
TNP-00379,الأزهر الشملي,Lazhar Chamli,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-583f49488ae9,المنستير,TN-52,Monastir,Centre East,true,PTY-efb0809dca6b,unknown,,academia;health,0.7224,,
TNP-00380,البشير شمام,Bechir Chammem,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-6c9ddf89d1b4,قبلي,TN-73,Kebili,South West,false,PTY-ENNAHDHA,islamist,,education;judiciary;religious,0.7409,,
TNP-00381,الجديدي السبوعي,Jdidi Essbouîi,male,1974,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-7b8892e8182c,زغوان,TN-22,Zaghouan,North East,false,PTY-7ad4295a0093,unknown,,,0.3300,,
TNP-00382,الحبيب اللوز,Habib Ellouz,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ea7b64efa1b,صفاقس الثانية,,,,,PTY-ENNAHDHA,islamist,,business;party,0.5856,,
TNP-00383,الحبيب خضر,Habib Khedher,male,1971,day,,2,NCA-2011,ARP-2014,2011-11-22,TNC-0a6fa8fc89c0,قابس,TN-81,Gabes,South East,true,,,محامي,education;judiciary,,,
TNP-00384,الحسني بدري,Hasni Badri,male,1963,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-721491227627,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,PTY-6be99d2e724f,unknown,,education,0.5103,,
TNP-00385,زهرة صميدة,Zohra Smida,female,1963,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-ec5da2631a7d,قفصة,TN-71,Gafsa,South West,false,PTY-ENNAHDHA,islamist,,education,0.8660,,
TNP-00386,الصادق شورو,Sadok Chourou,male,1952,year,,1,NCA-2011,NCA-2011,2011-11-22,TNC-cfa36e6ce43c,بن عروس,TN-13,Ben Arous,Grand Tunis,true,PTY-ENNAHDHA,islamist,,academia;military;trade_union,0.4785,,
TNP-00387,الطاهر هميلة,Tahar Hmila,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-79b664be1960,سوسة,TN-51,Sousse,Centre East,true,PTY-52e09019f2f2,unknown,,education,0.6895,,
TNP-00388,العربي عبيد,Arbi Abid,male,1953,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-88c5476e5a9d,تونس الثانية,,,,,PTY-ETTAKATOL,social_democratic,,judiciary,,,
TNP-00389,الفرجاني الدغمان,Ferjani Doghmane,male,1955,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-318f5c8e7cc7,أريانة,TN-12,Ariana,Grand Tunis,true,PTY-ENNAHDHA,islamist,,,0.7383,,
TNP-00390,المنصف شارني,Moncef Cherni,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-e4d451ace536,نابل الثانية,,,,,PTY-6be99d2e724f,unknown,,academia;trade_union,0.7733,,
TNP-00391,المولدي الرياحي,Mouldi Riahi,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-318f5c8e7cc7,أريانة,TN-12,Ariana,Grand Tunis,true,PTY-ETTAKATOL,social_democratic,,party,0.7914,,
TNP-00392,الناصر إبراهمي,Naceur Brahmi,male,1953,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-7b8892e8182c,زغوان,TN-22,Zaghouan,North East,false,PTY-INDEPENDENT,independent,,,0.4935,,
TNP-00393,النفطي المحظي,Nafti Mahdhi,male,1980,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-e469034aebf1,مدنين,TN-82,Medenine,South East,true,PTY-e5c16bf2604d,unknown,,,0.8730,,
TNP-00394,الهادي بن ابراهم,Hedi Ben Braham,male,1951,day,TN-53,2,NCA-2011,ARP-2014,2011-11-22,TNC-858bae1a6a7d,المهدية,TN-53,Mahdia,Centre East,true,,,أستاذ جامعي,,,,
TNP-00395,الهادي الشاوش,Hedi Chaouech,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-583f49488ae9,المنستير,TN-52,Monastir,Centre East,true,PTY-509dbc650cec,unknown,,,0.8394,,
TNP-00396,الوليد بناني,Walid Bennani,male,1956,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-052adc16e166,القصرين,TN-42,Kasserine,Centre West,false,PTY-ENNAHDHA,islamist,,,0.7430,,
TNP-00397,آمال عزوز,Amel Azzouz,female,1963,day,TN-81,1,NCA-2011,NCA-2011,2011-11-22,TNC-cc34ff2fce92,قابس,TN-81,Gabes,South East,true,PTY-ENNAHDHA,islamist,,academia,0.8586,,
TNP-00398,آمال غويل,Amel Ghouil,female,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-318f5c8e7cc7,أريانة,TN-12,Ariana,Grand Tunis,true,PTY-ENNAHDHA,islamist,,education;judiciary,0.7774,,
TNP-00399,أميرة مرزوق,Amira Marzouk,female,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-583f49488ae9,المنستير,TN-52,Monastir,Centre East,true,PTY-509dbc650cec,unknown,,,0.6252,,
TNP-00400,إياد الدهماني,Iyed Dahmani,unknown,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-24281c72f60a,سليانة,TN-34,Siliana,North West,false,PTY-JOMHOURI,liberal,,,0.6680,,
TNP-00401,إيمان بن محمد,Imen Ben Mhamed,female,1984,day,TN-73,2,NCA-2011,ARP-2014,2011-11-22,TNC-a1a97b7dfaf6,إيطاليا,TN-99,Abroad,abroad,false,,,ممثل جمعياتي,,,,
TNP-00402,أيمن الزواغي,Aymen Zouaghi,male,1983,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-dc712e9ce3b4,باجـة,TN-31,Beja,North West,true,PTY-7ad4295a0093,unknown,,,0.3141,,
TNP-00403,بدر الدين عبد الكافي,Badreddine Abdelkafi,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ea7b64efa1b,صفاقس الثانية,,,,,PTY-ENNAHDHA,islamist,,,0.9686,,
TNP-00404,بسمة الجبالي,Basma Jebali,female,1975,day,,2,NCA-2011,ARP-2014,2011-11-22,TNC-3300c61cb437,مدنين,TN-82,Medenine,South East,true,,,غير مصنف,,,,
TNP-00405,بشير اللزام,Bechir Lazzem,male,1959,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-0827ceafe35d,بنزرت,TN-23,Bizerte,North East,true,PTY-ENNAHDHA,islamist,,,0.9803,,
TNP-00406,بية جوادي,Baya Jaouadi,female,1969,day,TN-32,1,NCA-2011,NCA-2011,2011-11-22,TNC-721491227627,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,PTY-ENNAHDHA,islamist,,education,0.7911,,
TNP-00407,جلال فرحات,Jalel Farhat,male,1957,day,TN-53,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ebaea8423e4,المهدية,TN-53,Mahdia,Centre East,true,PTY-bbfe9bb6d793,unknown,,,0.3044,,
TNP-00408,جلال بوزيد,Jalel Bouzid,male,1959,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ea7b64efa1b,صفاقس الثانية,,,,,PTY-ETTAKATOL,social_democratic,,education,0.7401,,
TNP-00409,جمال القرقوري,Jamel Gargouri,male,1976,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-190ffea8a951,صفاقس الأولى,,,,,PTY-20b849ddfcb3,unknown,,health,0.4974,,
TNP-00410,جمال طوير,Jamel Touir,male,1959,day,TN-52,1,NCA-2011,NCA-2011,2011-11-22,TNC-583f49488ae9,المنستير,TN-52,Monastir,Centre East,true,PTY-ETTAKATOL,social_democratic,,academia,0.4824,,
TNP-00411,جوهرة التيس,Jawhara Tiss,female,1985,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-b5260965cfa3,تطاوين,TN-83,Tataouine,South East,false,PTY-ENNAHDHA,islamist,,academia;education,0.7628,,
TNP-00412,حاتم الكلاعي,Hatem Klaii,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-803cdcb9d5a2,الكاف,TN-33,Kef,North West,false,PTY-INDEPENDENT,independent,,education,0.3353,,
TNP-00413,حافظ إبراهيم الأسود,Hafedh Ibrahim Lassoued,male,1951,day,TN-72,1,NCA-2011,NCA-2011,2011-11-22,TNC-5bb4dbd5171c,توزر,TN-72,Tozeur,South West,false,PTY-ENNAHDHA,islamist,,,0.9229,,
TNP-00414,حبيبة التريكي,Habiba Triki,female,1975,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ea7b64efa1b,صفاقس الثانية,,,,,PTY-ENNAHDHA,islamist,,,0.7887,,
TNP-00415,حسن رضواني,Hassan Radhouani,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-ec5da2631a7d,قفصة,TN-71,Gafsa,South West,false,PTY-bbfe9bb6d793,unknown,,,0.4692,,
TNP-00416,حسناء مرسيط,Hasna Mersit,female,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-6c9ddf89d1b4,قبلي,TN-73,Kebili,South West,false,PTY-INDEPENDENT,independent,,education,0.6598,,
TNP-00417,حطاب بركاتي,Hattab Barakati,male,1966,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-24281c72f60a,سليانة,TN-34,Siliana,North West,false,PTY-bb9202bb86da,unknown,,military;trade_union,0.4170,,
TNP-00418,حليمة القني,Halima Guenni,female,1964,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-88c5476e5a9d,تونس الثانية,,,,,PTY-ENNAHDHA,islamist,,academia,0.8904,,
TNP-00419,حنان ساسي,Hanène Sassi,female,1980,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-190ffea8a951,صفاقس الأولى,,,,,PTY-9b0efa626777,unknown,,judiciary,0.6402,,
TNP-00420,خميس قسيلة,Khmais Ksila,male,1956,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-cfa36e6ce43c,بن عروس,TN-13,Ben Arous,Grand Tunis,true,PTY-NIDAA,national_conservative,,,0.3486,,
TNP-00421,خيرة صغيري,Khira Sghairi,female,1955,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-052adc16e166,القصرين,TN-42,Kasserine,Centre West,false,PTY-ENNAHDHA,islamist,,education,0.8707,,
TNP-00422,دليلة الببة,Dalila Babba,female,1966,day,,2,NCA-2011,ARP-2014,2011-11-22,TNC-26721d64b672,فرنسا 2,TN-99,Abroad,abroad,false,,,غير مصنف,,,,
TNP-00423,دليلة بوعين,Dalila Bouain,female,1967,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-cc34ff2fce92,قابس,TN-81,Gabes,South East,true,PTY-ENNAHDHA,islamist,,education,0.8046,,
TNP-00424,رابح الخرايفي,Rabeh Khraifi,male,1969,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-d5c817850493,جندوبة,TN-32,Jendouba,North West,true,PTY-20b849ddfcb3,unknown,,judiciary;party,0.6243,,
TNP-00425,ربيع العابدي,Rabiî Abdi,male,1976,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-dc712e9ce3b4,باجـة,TN-31,Beja,North West,true,PTY-a8c344e9039d,unknown,,,0.3656,,
TNP-00426,ربيعة نجلاوي,Rabiaa Najlaoui,female,1988,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-052adc16e166,القصرين,TN-42,Kasserine,Centre West,false,PTY-NIDAA,national_conservative,,,0.3813,,
TNP-00427,رفيق التليلي,Rafik Tlili,male,1986,year,,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ebaea8423e4,المهدية,TN-53,Mahdia,Centre East,true,PTY-a8c344e9039d,unknown,,,0.5677,,
TNP-00428,رمضان دغماني,Romdhane Doghmani,male,1952,day,TN-41,1,NCA-2011,NCA-2011,2011-11-22,TNC-c7d1a327d9a1,القيروان,TN-41,Kairouan,Centre West,false,PTY-bbfe9bb6d793,unknown,,,0.7639,,
TNP-00429,ريم ثايري,Rim Thairi,female,1981,day,TN-41,2,NCA-2011,ARP-2014,2011-11-22,TNC-2ffd7b757121,القيروان,TN-41,Kairouan,Centre West,false,,,طالب,,,,
TNP-00430,ريم محجوب,Rim Mahjoub,female,1966,day,TN-11,2,NCA-2011,ARP-2014,2011-11-22,TNC-858bae1a6a7d,المهدية,TN-53,Mahdia,Centre East,true,,,,health,,,
TNP-00431,زياد الدولاتي,Zied Doulatli,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-88c5476e5a9d,تونس الثانية,,,,,PTY-ENNAHDHA,islamist,,military,0.5849,,
TNP-00432,سامية الفرشيشي,Samia Ferchichi,female,1964,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-24281c72f60a,سليانة,TN-34,Siliana,North West,false,PTY-ENNAHDHA,islamist,,,0.8939,,
TNP-00433,سعاد عبد الرحيم,Souad Abderrahim,female,1964,day,TN-61,1,NCA-2011,NCA-2011,2011-11-22,TNC-88c5476e5a9d,تونس الثانية,,,,,PTY-INDEPENDENT,independent,,,0.8419,,
TNP-00434,سعد بوعيش,Saâd Bouaïche,male,1971,day,TN-83,1,NCA-2011,NCA-2011,2011-11-22,TNC-b5260965cfa3,تطاوين,TN-83,Tataouine,South East,false,PTY-52f9f25821ab,unknown,,,0.3775,,
TNP-00435,سعيد خرشوفي,Said Kharchoufi,male,1977,day,TN-82,1,NCA-2011,NCA-2011,2011-11-22,TNC-e469034aebf1,مدنين,TN-82,Medenine,South East,true,PTY-7ad4295a0093,unknown,,,0.5026,,
TNP-00436,سلمى بكار,Salma Baccar,female,1945,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-cfa36e6ce43c,بن عروس,TN-13,Ben Arous,Grand Tunis,true,PTY-ac4a3d2a8128,unknown,,,0.6639,,
TNP-00437,سلمى صرصوط,Salma Sarsout,female,1964,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-cfa36e6ce43c,بن عروس,TN-13,Ben Arous,Grand Tunis,true,PTY-ENNAHDHA,islamist,,,0.7831,,
TNP-00438,سلمى هادية مبروك,Salma Hedia Mabrouk,female,1964,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-cfa36e6ce43c,بن عروس,TN-13,Ben Arous,Grand Tunis,true,PTY-ac4a3d2a8128,unknown,,,0.5868,,
TNP-00439,سليم بن حميدان,Slim Ben Hmidane,male,1969,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-e469034aebf1,مدنين,TN-82,Medenine,South East,true,PTY-CPR,social_democratic,,judiciary;state_executive,0.4151,,
TNP-00440,سليم بن عبد السلام,Selim Ben Abdessalam,unknown,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-ad284920bd07,فرنسا الأولى,TN-99,Abroad,abroad,false,PTY-NIDAA,national_conservative,,judiciary;religious,0.7797,,
TNP-00441,سليمان هلال,Slimane Hlal,male,1957,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-ec5da2631a7d,قفصة,TN-71,Gafsa,South West,false,PTY-ENNAHDHA,islamist,,,0.8817,,
TNP-00442,سمير بن عمر,Samir Ben Amor,male,1968,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-2febbe9c7d52,تونس الأولى,,,,,PTY-CPR,social_democratic,,judiciary,0.8480,,
TNP-00443,سمير بالطيب,Samir Bettaieb,male,1957,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-2febbe9c7d52,تونس الأولى,,,,,PTY-ac4a3d2a8128,unknown,,academia,0.4677,,
TNP-00444,سميرة مرعي,Samira Merai,female,1963,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-e469034aebf1,مدنين,TN-82,Medenine,South East,true,PTY-b0109a4f5966,unknown,,academia;education;health,0.5575,,
TNP-00445,سناء مرسني,Sana Mersni,female,1984,day,TN-32,2,NCA-2011,ARP-2014,2011-11-22,TNC-067080a8159f,جندوبة,TN-32,Jendouba,North West,true,,,محامي,judiciary,,,
TNP-00446,سناء الحداد,Sana Haddad,female,1976,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-017562922a2d,نابل الأولى,,,,,PTY-ENNAHDHA,islamist,,judiciary,0.9478,,
TNP-00447,سنية تومية,Sonia Toumia,female,1976,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-583f49488ae9,المنستير,TN-52,Monastir,Centre East,true,PTY-ENNAHDHA,islamist,,,0.9548,,
TNP-00448,شكري يعيش,Chokri Yaich,unknown,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ea7b64efa1b,صفاقس الثانية,,,,,PTY-20b849ddfcb3,unknown,,education,0.5600,,
TNP-00449,شكري القسطلّي,Chokri Kastalli,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-dc712e9ce3b4,باجـة,TN-31,Beja,North West,true,PTY-20b849ddfcb3,unknown,,education,0.7528,,
TNP-00450,شكري العرفاوي,Chokri Arfaoui,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-24281c72f60a,سليانة,TN-34,Siliana,North West,false,PTY-6be99d2e724f,unknown,,education,0.4646,,
TNP-00451,صالح شعيب,Salah Chouaib,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-79b664be1960,سوسة,TN-51,Sousse,Centre East,true,PTY-3bb19b9567e1,unknown,,academia;education;party,0.5882,,
TNP-00452,صالحة بن عائشة,Salha Ben Aicha,female,1973,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-e4d451ace536,نابل الثانية,,,,,PTY-ENNAHDHA,islamist,,judiciary,0.8870,,
TNP-00453,صلاح الدين الزحاف,Slaheddine Zahaf,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ea7b64efa1b,صفاقس الثانية,,,,,PTY-JOMHOURI,liberal,,business,0.3814,,
TNP-00454,صلاح الدين لهيبة,Slaheddine Elhiba,male,1955,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-e469034aebf1,مدنين,TN-82,Medenine,South East,true,PTY-ENNAHDHA,islamist,,,0.9304,,
TNP-00455,ضمير المناعي,Dhamir Mannai,male,1963,day,TN-32,1,NCA-2011,NCA-2011,2011-11-22,TNC-d5c817850493,جندوبة,TN-32,Jendouba,North West,true,PTY-INDEPENDENT,independent,,academia;education,0.3967,,
TNP-00456,طارق العبيدي,Tarek Labidi,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-803cdcb9d5a2,الكاف,TN-33,Kef,North West,false,PTY-ETTAKATOL,social_democratic,,judiciary;party,0.4651,,
TNP-00457,طارق بوعزيز,Tarek Bouaziz,male,1982,day,TN-34,1,NCA-2011,NCA-2011,2011-11-22,TNC-017562922a2d,نابل الأولى,,,,,PTY-6be99d2e724f,unknown,,,0.6007,,
TNP-00458,عادل بن عطية,Adel Ben Attia,male,1970,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-24281c72f60a,سليانة,TN-34,Siliana,North West,false,PTY-ENNAHDHA,islamist,,,0.9733,,
TNP-00459,عائشة الذوادي,Aicha Dhaouadi,female,1961,day,TN-23,1,NCA-2011,NCA-2011,2011-11-22,TNC-0827ceafe35d,بنزرت,TN-23,Bizerte,North East,true,PTY-ENNAHDHA,islamist,,judiciary,0.8951,,
TNP-00460,عبد الباسط بن الشيخ,Abdelbasset Becheikh,male,1941,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-4e045f7b3148,منوبة,TN-14,Manouba,Grand Tunis,false,PTY-ENNAHDHA,islamist,,,0.8137,,
TNP-00461,عبد الحليم زواري,Abdelhalim Zouari,male,1963,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-ec5da2631a7d,قفصة,TN-71,Gafsa,South West,false,PTY-ENNAHDHA,islamist,,health,0.9722,,
TNP-00462,عبد الرحمان الأدغم,Abderrahmane Ladgham,male,1977,year,,1,NCA-2011,NCA-2011,2011-11-22,TNC-4e045f7b3148,منوبة,TN-14,Manouba,Grand Tunis,false,PTY-ETTAKATOL,social_democratic,,academia;education;state_executive,0.3862,,
TNP-00463,عبد الرزاق خلولي,Abderrazak Khallouli,male,1970,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-4e045f7b3148,منوبة,TN-14,Manouba,Grand Tunis,false,PTY-52f9f25821ab,unknown,,judiciary,0.7638,,
TNP-00464,عبد الرؤوف العيادي,Abderraouf Ayadi,male,1950,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-4e045f7b3148,منوبة,TN-14,Manouba,Grand Tunis,false,PTY-a8c344e9039d,unknown,,judiciary,0.1674,,
TNP-00465,عبد الستار الضيفي,Abdessattar Dhifi,male,1981,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-a0138f8884af,إيطاليا,TN-99,Abroad,abroad,false,PTY-bbfe9bb6d793,unknown,,,0.4027,,
TNP-00466,عبد السلام شعبان,Abdessalem Chaabane,male,1966,day,TN-71,1,NCA-2011,NCA-2011,2011-11-22,TNC-ec5da2631a7d,قفصة,TN-71,Gafsa,South West,false,PTY-CPR,social_democratic,,education,0.6676,,
TNP-00467,عبد العزيز شعبان,Abdelaziz Chaabane,male,1974,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ebaea8423e4,المهدية,TN-53,Mahdia,Centre East,true,PTY-ENNAHDHA,islamist,,judiciary,0.8186,,
TNP-00468,عبد العزيز القطي,Abdelaziz Kotti,male,1970,day,TN-61,2,NCA-2011,ARP-2014,2011-11-22,TNC-f502c1f80309,أريانة,TN-12,Ariana,Grand Tunis,true,,,غير مصنف,,,,
TNP-00469,عبد القادر بن خميس,Abdelkader Ben Khmis,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-803cdcb9d5a2,الكاف,TN-33,Kef,North West,false,PTY-ac4a3d2a8128,unknown,,academia;education;trade_union,0.4862,,
TNP-00470,عبد القادر القادري,Abdelkader Kadri,male,1959,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-cc34ff2fce92,قابس,TN-81,Gabes,South East,true,PTY-ENNAHDHA,islamist,,academia,0.9483,,
TNP-00471,عبد المجيد النجار,Abdelmajid Najar,male,1945,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-e469034aebf1,مدنين,TN-82,Medenine,South East,true,PTY-ENNAHDHA,islamist,,education,0.6479,,
TNP-00472,عبد الوهاب معطر,Abdelwahab Maatar,male,1952,day,TN-61,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ea7b64efa1b,صفاقس الثانية,,,,,PTY-CPR,social_democratic,,education;judiciary;party;state_executive,0.3543,,
TNP-00473,عصام الشابي,Issam Chebbi,male,1957,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-318f5c8e7cc7,أريانة,TN-12,Ariana,Grand Tunis,true,PTY-JOMHOURI,liberal,,party,0.5624,,
TNP-00474,علي بالشريفة,Ali Bechrifa,male,1960,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-dc712e9ce3b4,باجـة,TN-31,Beja,North West,true,PTY-ac4a3d2a8128,unknown,,education,0.6597,,
TNP-00475,علي فارس,Ali Fares,male,1973,year,,1,NCA-2011,NCA-2011,2011-11-22,TNC-b5260965cfa3,تطاوين,TN-83,Tataouine,South East,false,PTY-ENNAHDHA,islamist,,,0.5907,,
TNP-00476,علي حويجي,Ali Houiji,male,1981,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-4e045f7b3148,منوبة,TN-14,Manouba,Grand Tunis,false,PTY-a8c344e9039d,unknown,,,0.5137,,
TNP-00477,عماد الحمامي,Imed Hammami,male,1964,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-e4d451ace536,نابل الثانية,,,,,PTY-ENNAHDHA,islamist,,,0.7877,,
TNP-00478,عمر الشتوي,Omar Chetoui,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-6c9ddf89d1b4,قبلي,TN-73,Kebili,South West,false,PTY-CPR,social_democratic,,education;judiciary,0.7135,,
TNP-00479,فاضل الوج,Fadhel Elouej,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-9ebaea8423e4,المهدية,TN-53,Mahdia,Centre East,true,PTY-509dbc650cec,unknown,,business,0.3706,,
TNP-00480,فاطمة الغربي,Fatma Gharbi,female,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-e4d451ace536,نابل الثانية,,,,,PTY-NIDAA,national_conservative,,,0.7377,,
TNP-00481,فايزة كدوسي,Faiza Kadoussi,female,1988,day,TN-43,1,NCA-2011,NCA-2011,2011-11-22,TNC-721491227627,سيدي بوزيد,TN-43,Sidi Bouzid,Centre West,false,PTY-7ad4295a0093,unknown,,,0.4152,,
TNP-00482,فتحي اللطيف,Fathi Eltaif,male,1956,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-c7d1a327d9a1,القيروان,TN-41,Kairouan,Centre West,false,PTY-bb9202bb86da,unknown,,trade_union,0.6872,,
TNP-00483,فرح النصيبي,Farah Nsibi,male,1965,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-052adc16e166,القصرين,TN-42,Kasserine,Centre West,false,PTY-e5c16bf2604d,unknown,,health,0.5827,,
TNP-00484,فريدة عبيدي,Farida Labidi,male,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-c7d1a327d9a1,القيروان,TN-41,Kairouan,Centre West,false,PTY-ENNAHDHA,islamist,,,0.7955,,
TNP-00485,فطوم الأسود,Fattoum Lassoued,female,1976,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-190ffea8a951,صفاقس الأولى,,,,,PTY-ENNAHDHA,islamist,,academia;judiciary,0.6924,,
TNP-00486,فطومة عطية,Fattouma Attia,female,1947,year,,1,NCA-2011,NCA-2011,2011-11-22,TNC-79b664be1960,سوسة,TN-51,Sousse,Centre East,true,PTY-ENNAHDHA,islamist,,,0.4563,,
TNP-00487,فؤاد ثامر,Foued Thamer,male,1986,day,TN-81,1,NCA-2011,NCA-2011,2011-11-22,TNC-cc34ff2fce92,قابس,TN-81,Gabes,South East,true,PTY-a49b95b8bbb3,unknown,,academia,0.5240,,
TNP-00488,فيصل جدلاوي,Faiçal Jadlaoui,male,1960,day,,1,NCA-2011,NCA-2011,2011-11-22,TNC-ec5da2631a7d,قفصة,TN-71,Gafsa,South West,false,PTY-INDEPENDENT,independent,,judiciary;other,0.5514,,
TNP-00489,قيس مختار,Kais Mokhtar,male,1978,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-7b8892e8182c,زغوان,TN-22,Zaghouan,North East,false,PTY-JOMHOURI,liberal,,,0.3536,,
TNP-00490,كريم بوعبدلي,Karim Bouabdelli,male,1975,day,TN-11,1,NCA-2011,NCA-2011,2011-11-22,TNC-318f5c8e7cc7,أريانة,TN-12,Ariana,Grand Tunis,true,PTY-5a1bda8022f4,unknown,,,0.4534,,
TNP-00491,كريمة سويد,Karima Souid,female,,,,1,NCA-2011,NCA-2011,2011-11-22,TNC-ab2cc30717b4,فرنسا الثانية,TN-99,Abroad,abroad,false,PTY-ac4a3d2a8128,unknown,,judiciary;state_executive,0.8371,,
TNP-00492,كلثوم بدر الدين,Kalthoum Badreddine,female,1963,day,,2,NCA-2011,ARP-2014,2011-11-22,TNC-4f3b2af02bf2,صفاقس 2,TN-61,Sfax,Centre East,true,,,محامي,judiciary,,,
TNP-00493,كمال السعداوي,Kamel Saadaoui,male,1965,day,TN-42,1,NCA-2011,NCA-2011,2011-11-22,TNC-052adc16e166,القصرين,TN-42,Kasserine,Centre West,false,PTY-INDEPENDENT,independent,,education,0.6430,,
TNP-00494,كمال عمّار,Kamel Ammar,male,1956,day,TN-61,1,NCA-2011,NCA-2011,2011-11-22,TNC-190ffea8a951,صفاقس الأولى,,,,,PTY-ENNAHDHA,islamist,,,0.7548,,
